Simulation	"Annual financial bail-out"	Attention rate for planning new infrastructure	Percentage of income used for maintenance	Staff required for tankers	Staff service time	switch policy staff attention	Target percentage infrastructure maintenance	householdshortage
5293	180.904	0.966304	0.392967	1	5.24056	2	0.182799	142958
5294	144.39	0.904981	0.33675	0	16.3728	0	0.103059	0
5295	31.7561	0.528221	0.304583	0	9.7729	1	0.127007	9660.98
5296	123.773	0.840354	0.411151	1	23.0727	1	0.217326	0
5297	93.6451	0.0183709	0.502696	0	17.2411	2	0.110056	0
5298	64.4605	0.227302	0.373636	1	24.3077	0	0.111341	0
5299	185.195	0.859008	0.420917	1	9.05728	0	0.217148	0
5300	43.0251	0.252394	0.279246	0	13.2503	1	0.146536	3008.42
5301	193.623	0.799247	0.30702	0	24.1864	2	0.190654	0
5302	113.577	0.287765	0.479705	1	19.2175	1	0.0863632	0
5303	50.7595	0.876466	0.420722	1	14.2866	2	0.138339	0
5304	222.636	0.534067	0.572135	0	11.7239	0	0.0652239	1299.7
5305	61.0226	0.95677	0.414595	1	12.9004	2	0.19549	97887.5
5306	6.90245	0.879037	0.280708	0	5.98086	1	0.205942	153297
5307	63.3979	0.690619	0.257065	1	22.5853	0	0.201923	182.582
5308	56.5775	0.620718	0.505528	0	14.5514	1	0.249141	64654.2
5309	88.1809	0.649497	0.535354	0	11.4417	0	0.211118	0
5310	246.382	0.973373	0.258409	1	15.6633	2	0.199229	115725
5311	18.5399	0.249942	0.450378	1	17.4763	2	0.0571664	0
5312	147.661	0.889308	0.43789	0	20.8338	0	0.0534382	0
5313	156.416	0.240064	0.513765	1	5.95248	1	0.140633	142577
5314	188.415	0.136766	0.303066	0	16.1181	1	0.155173	0
5315	36.595	0.323313	0.248734	1	10.8997	0	0.202356	263.435
5316	45.9928	0.707122	0.280447	0	23.3939	2	0.157814	118.351
5317	91.8202	0.820678	0.575528	1	12.8866	2	0.111682	0
5318	113.701	0.25326	0.22165	0	5.79747	1	0.147821	153205
5319	180.127	0.665865	0.234318	0	23.1654	0	0.157683	117.833
5320	210.069	0.814502	0.434367	1	15.4319	1	0.168173	0
5321	187.883	0.382357	0.343918	1	20.249	2	0.219514	0
5322	23.8548	0.319675	0.322697	0	14.7952	0	0.247243	24.6843
5323	219.687	0.224955	0.230548	1	17.0938	1	0.248041	35477.4
5324	12.8935	0.482099	0.528148	0	15.2452	2	0.0691542	0
5325	75.3151	0.826099	0.420436	1	14.3596	0	0.206565	0
5326	246.126	0.96238	0.490527	0	10.6139	0	0.050575	87512.9
5327	14.7415	0.958491	0.214312	0	12.2889	1	0.121681	67494.7
5328	140.105	0.0947895	0.45327	1	24.5703	2	0.242481	0
5329	116.35	0.0996606	0.249888	0	19.9461	0	0.054681	134.928
5330	172.519	0.18831	0.488737	1	14.0765	1	0.186213	0
5331	176.4	0.750917	0.554475	1	22.5103	2	0.185243	0
5332	24.642	0.21598	0.355095	0	17.3334	2	0.162021	0
5333	28.5731	0.428506	0.389604	0	9.18104	0	0.1964	0
5334	247.458	0.919874	0.349984	1	16.0071	1	0.104893	0
5335	153.86	0.329467	0.268275	1	12.5241	2	0.184299	3166.87
5336	27.7083	0.0186214	0.270619	0	7.86333	0	0.141634	99968.4
5337	18.5092	0.558589	0.412527	1	6.56674	1	0.174688	149080
5338	229.552	0.205237	0.381512	0	14.7582	0	0.157222	0
5339	235.78	0.169858	0.411342	1	15.8704	2	0.091518	0
5340	144.74	0.585554	0.595031	0	21.1933	1	0.0548598	0
5341	151.65	0.536623	0.442476	0	8.44283	0	0.209221	0
5342	105.362	0.879928	0.495558	1	16.8006	2	0.215053	0
5343	215.342	0.358275	0.423956	1	18.3043	1	0.226518	0
5344	153.392	0.856156	0.54033	0	23.0255	0	0.152162	0
5345	241.002	0.836041	0.401812	0	19.8024	1	0.109151	0
5346	198.327	0.598341	0.484342	1	22.6966	2	0.11505	0
5347	243.132	0.645514	0.443644	1	12.8612	1	0.222447	66734.3
5348	40.8766	0.898676	0.233651	0	23.3432	0	0.222053	326.789
5349	157.384	0.560257	0.418082	1	16.2984	2	0.0804928	0
5350	101.143	0.930577	0.396293	0	19.7262	1	0.229879	0
5351	36.3427	0.455498	0.568398	0	10.9205	2	0.113646	4191.94
5352	82.7357	0.0638181	0.458542	1	10.5113	0	0.178811	352.422
5353	0.428212	0.867922	0.445754	1	18.6028	1	0.184772	0
5354	207.218	0.51794	0.466002	0	13.7916	2	0.142562	0
5355	69.3112	0.255123	0.426183	1	10.2044	0	0.147271	0
5356	11.7976	0.641646	0.517755	0	15.8246	1	0.0710689	0
5357	26.932	0.813725	0.277403	0	5.21267	0	0.0928073	1243.82
5358	120.919	0.279086	0.201834	1	15.5996	2	0.197238	2686.28
5359	66.8214	0.0775711	0.468203	1	22.6289	2	0.0787841	0
5360	203.227	0.468143	0.495231	0	20.8722	1	0.107379	0
5361	36.12	0.755475	0.287058	1	16.4955	0	0.234156	109.804
5362	100	0.310216	0.521266	0	7.46131	0	0.060376	4999.39
5363	248.633	0.756475	0.476463	0	14.2508	2	0.14579	0
5364	86.6182	0.189441	0.27869	1	22.9996	1	0.244224	10814.9
5365	75.6661	0.952738	0.20122	1	8.63042	1	0.150885	127729
5366	161.097	0.728749	0.4519	0	15.1576	0	0.175566	0
5367	199.243	0.894029	0.204224	1	8.54667	2	0.137023	71877.7
5368	230.563	0.0151801	0.213481	0	7.26011	2	0.134096	4366.66
5369	206.23	0.839266	0.494616	1	23.1114	0	0.186229	0
5370	136.591	0.290109	0.214771	0	22.1293	1	0.170619	267.368
5371	199.299	0.225965	0.574565	1	7.28927	2	0.0930291	4759.41
5372	92.3757	0.980504	0.566045	0	23.7311	0	0.181899	224.045
5373	134.734	0.821338	0.252022	0	14.0482	1	0.165857	5027.88
5374	176.304	0.577309	0.563542	1	11.4247	2	0.0530731	0
5375	50.6857	0.500578	0.266346	1	12.5048	1	0.174462	28643.4
5376	244.856	0.0792355	0.581314	0	9.66793	0	0.219626	615.395
5377	18.0635	0.728325	0.223118	0	13.9331	2	0.20714	2656.65
5378	94.8749	0.178991	0.449535	1	20.6705	0	0.0513548	0
5379	2.35478	0.710001	0.467998	1	22.5383	1	0.0823947	0
5380	29.0019	0.969115	0.377543	0	8.37685	1	0.075301	117196
5381	79.6075	0.322164	0.427947	1	13.1388	2	0.132228	0
5382	124.171	0.929039	0.412298	0	6.83633	0	0.0915668	100473
5383	184.919	0.357062	0.399308	0	23.6331	2	0.0929981	0
5384	210.436	0.209796	0.469762	1	17.0192	1	0.0870847	0
5385	203.819	0.832981	0.458987	1	15.9869	0	0.223585	0
5386	60.5827	0.977374	0.434867	0	23.4559	0	0.158018	0
5387	111.847	0.397348	0.390858	1	20.694	1	0.13342	0
5388	71.9571	0.731595	0.539834	0	16.0946	2	0.208913	0
5389	63.7133	0.774954	0.248587	0	19.0977	2	0.22444	2660.08
5390	39.3758	0.658627	0.54201	1	12.8564	0	0.0756439	0
5391	23.969	0.465982	0.462447	1	11.2538	1	0.127707	0
5392	21.0005	0.159564	0.488634	0	15.028	2	0.0913512	0
5393	153.514	0.466164	0.491255	0	24.836	0	0.0765863	0
5394	28.6153	0.483323	0.341344	1	19.7683	1	0.242237	15303.9
5395	221.742	0.0254719	0.514336	1	16.9162	2	0.0585825	0
5396	199.439	0.9726	0.301305	0	23.5924	1	0.237977	54553.2
5397	249.914	0.402245	0.596772	0	11.2931	0	0.134046	0
5398	212.658	0.51459	0.349115	1	22.6958	2	0.0812435	0
5399	176.335	0.479076	0.321876	0	24.8766	0	0.164764	0
5400	195.626	0.436834	0.596522	1	12.5564	1	0.0825141	0
5401	58.3245	0.919609	0.339401	0	10.6971	0	0.196409	0
5402	29.0754	0.80311	0.391839	1	16.1973	2	0.050483	0
5403	224.853	0.209514	0.590814	0	10.0996	1	0.231432	113303
5404	198.426	0.395648	0.244209	1	8.84359	1	0.101231	3258.82
5405	129.574	0.631874	0.337927	1	9.80108	0	0.177784	0
5406	3.12443	0.929156	0.41772	0	20.9089	2	0.182509	0
5407	23.5881	0.272639	0.439545	0	18.8823	0	0.141766	0
5408	59.242	0.19204	0.497016	1	6.66737	2	0.104561	8073
5409	176.478	0.982478	0.540673	1	17.6928	1	0.174811	97245.4
5410	136.654	0.505768	0.563251	0	7.48633	2	0.0950482	4704.37
5411	68.052	0.263718	0.25006	0	8.89032	1	0.0794318	2921.8
5412	243.33	0.56914	0.511922	1	10.9667	0	0.179275	0
5413	201.059	0.199545	0.51602	0	23.6808	0	0.111794	0
5414	90.1941	0.111404	0.494659	1	18.4987	1	0.18449	0
5415	142.423	0.39945	0.506381	1	16.8694	2	0.0999115	0
5416	90.2281	0.922656	0.403545	0	14.1962	0	0.233051	0
5417	172.212	0.926383	0.515605	0	10.1598	2	0.0700808	37784.5
5418	25.9355	0.640295	0.565595	1	23.8342	1	0.078703	0
5419	238.475	0.456634	0.48694	1	19.6243	0	0.219523	0
5420	77.1994	0.952046	0.286519	0	11.2169	1	0.196256	80406.3
5421	38.0628	0.648252	0.521352	0	19.3874	2	0.118804	0
5422	11.7057	0.809621	0.402526	1	6.77044	2	0.164492	76339.2
5423	223.959	0.450943	0.268304	0	18.4795	1	0.0562509	0
5424	14.0688	0.0768692	0.477309	1	23.3941	0	0.209113	0
5425	123.56	0.89623	0.447119	1	20.0177	2	0.0635709	0
5426	1.36824	0.843716	0.3322	0	21.9337	1	0.193438	70.4495
5427	28.4872	0.216535	0.578723	0	11.4131	0	0.112036	0
5428	198.768	0.980368	0.295603	1	18.9892	2	0.217097	117740
5429	206.888	0.877046	0.214015	0	9.75991	0	0.227998	176.282
5430	211.89	0.0110631	0.54348	1	23.1127	1	0.23952	0
5431	33.9294	0.280131	0.511884	0	6.90418	2	0.207909	8157.3
5432	155.075	0.71364	0.42906	1	24.1617	0	0.160724	0
5433	127.374	0.0887404	0.483445	1	12.9548	1	0.150196	0
5434	113.458	0.486995	0.278735	0	17.5353	0	0.138031	39.7359
5435	229.878	0.107547	0.33729	1	19.9223	2	0.171272	0
5436	153.354	0.979411	0.545076	0	13.8944	1	0.0564471	0
5437	221.906	0.652793	0.353172	1	5.72008	2	0.197134	70032.6
5438	48.5587	0.568408	0.258219	0	6.95538	0	0.200487	201.541
5439	164.279	0.190467	0.496683	0	12.6247	1	0.0819629	0
5440	231.201	0.0557224	0.579215	1	8.75817	0	0.222238	5009.59
5441	30.0207	0.704202	0.59378	0	12.7096	1	0.229737	75160.8
5442	156.393	0.131801	0.528285	1	14.4994	2	0.162473	0
5443	139.365	0.216324	0.482016	1	12.3586	1	0.177818	30204.7
5444	234.87	0.696491	0.220807	0	22.0094	0	0.152057	112.635
5445	196.261	0.555294	0.516671	0	10.867	2	0.176836	4516.99
5446	204.332	0.849444	0.267492	1	7.29321	2	0.213615	97322.5
5447	207.475	0.606233	0.564703	1	10.5924	1	0.202991	101481
5448	3.87126	0.167585	0.244593	0	13.7717	0	0.150308	342.089
5449	97.3209	0.936408	0.419119	1	17.9718	1	0.193048	0
5450	87.9675	0.0317917	0.400959	0	6.83886	2	0.194834	6804.29
5451	47.9736	0.700949	0.560679	1	8.93838	0	0.0635442	2365.41
5452	88.5392	0.680401	0.316761	0	18.3484	2	0.0651638	0
5453	25.4114	0.691697	0.22847	0	24.577	1	0.101532	379.94
5454	56.8571	0.935549	0.548438	1	20.8036	0	0.117533	0
5455	37.7722	0.549066	0.361443	1	10.5522	2	0.242244	3509.73
5456	111.711	0.500119	0.362035	0	19.4793	1	0.0697014	0
5457	16.926	0.522803	0.284489	1	17.3926	0	0.234676	149.189
5458	45.8291	0.523623	0.450286	0	11.0282	0	0.243631	0
5459	20.1638	0.372507	0.252069	0	9.32082	2	0.238385	3687.29
5460	169.005	0.289925	0.504907	1	8.00817	1	0.237275	143181
5461	23.6071	0.980191	0.588466	1	19.2673	0	0.186378	875.07
5462	126.755	0.796956	0.514293	0	15.1553	1	0.0533374	0
5463	146.217	0.365908	0.37535	0	6.74525	2	0.221432	6758.14
5464	46.7407	0.810617	0.375595	1	20.9587	2	0.104653	0
5465	174.834	0.773628	0.398711	1	18.6656	0	0.170495	0
5466	75.1602	0.615484	0.552883	0	11.0049	1	0.245491	106434
5467	23.3257	0.803219	0.363084	0	19.0324	2	0.20879	0
5468	127.68	0.936608	0.385975	1	8.91649	1	0.100894	43763.5
5469	240.853	0.110577	0.421364	1	7.66083	0	0.109827	2070.89
5470	48.1855	0.283173	0.265662	0	8.87924	1	0.231597	137642
5471	54.4768	0.253922	0.216648	0	12.4976	0	0.224389	388.638
5472	200.139	0.967009	0.579456	1	12.4658	2	0.0902228	0
5473	54.09	0.923668	0.441055	1	10.9333	1	0.189851	75256.6
5474	184.394	0.792754	0.386977	0	16.2215	0	0.151388	0
5475	135.986	0.78349	0.400782	1	13.0586	2	0.152625	0
5476	86.2745	0.938488	0.290442	0	14.1816	0	0.0742548	36.1777
5477	10.3141	0.262085	0.321597	0	7.78288	1	0.200749	145463
5478	104.26	0.0385505	0.511065	1	12.0768	2	0.195541	4246.79
5479	191.602	0.532598	0.587449	0	11.6045	2	0.138507	4349.16
5480	137.726	0.414342	0.583448	1	15.2138	1	0.154265	0
5481	176.78	0.241068	0.430284	0	16.457	0	0.0982526	0
5482	96.8821	0.534839	0.427354	1	18.6075	2	0.249937	0
5483	140.421	0.234319	0.309299	1	8.55412	1	0.152508	130715
5484	197.659	0.953819	0.579629	0	17.8712	0	0.102855	0
5485	92.2924	0.113416	0.565184	1	17.468	1	0.100077	0
5486	34.3273	0.53891	0.553676	0	8.13257	2	0.0980592	4594.96
5487	131.51	0.354909	0.49142	1	16.199	0	0.141598	0
5488	75.9466	0.164401	0.240332	0	19.4747	0	0.146335	236.146
5489	85.9039	0.411042	0.529112	1	7.70445	2	0.134878	4965.42
5490	156.353	0.73543	0.522582	0	16.0249	1	0.178853	0
5491	179.613	0.926505	0.380257	1	18.2266	1	0.121959	0
5492	205.526	0.202364	0.515322	0	24.3392	0	0.24629	0
5493	27.7369	0.201637	0.210638	0	7.75726	2	0.205058	3305.73
5494	168.943	0.689983	0.385561	1	20.1527	0	0.101384	0
5495	213.604	0.57581	0.447236	1	7.20199	1	0.240159	144344
5496	196.728	0.754994	0.460267	0	5.56747	2	0.218303	95667
5497	245.952	0.0905096	0.400888	1	23.4736	1	0.136853	0
5498	235.255	0.955921	0.516938	0	16.7868	2	0.141186	0
5499	130.613	0.520122	0.349401	1	10.0364	0	0.179719	0
5500	85.7562	0.540065	0.262917	0	18.9721	1	0.119836	125.814
5501	188.628	0.604628	0.305177	0	15.8004	2	0.167085	0
5502	141.514	0.838928	0.480333	1	12.4535	0	0.155132	0
5503	103.31	0.362658	0.422121	0	20.2884	0	0.211738	0
5504	172.313	0.0209959	0.3465	1	9.81069	1	0.083776	3723.74
5505	61.4886	0.476175	0.26949	1	15.8732	2	0.0694249	135.781
5506	42.8377	0.393981	0.492078	0	22.3974	0	0.139944	0
5507	11.7718	0.594553	0.337011	0	10.8097	2	0.0949654	3093.87
5508	91.3332	0.6349	0.296931	1	22.1751	1	0.135403	16.8279
5509	125.747	0.378241	0.458754	0	9.10607	2	0.122968	4499.5
5510	232.185	0.832734	0.340657	1	16.275	0	0.246962	0
5511	93.3359	0.732036	0.521895	0	6.27927	1	0.230224	145480
5512	200.021	0.751684	0.505034	1	11.638	2	0.24057	4540.33
5513	228.641	0.770657	0.540688	0	7.33388	0	0.139043	1355.34
5514	168.032	0.73114	0.591248	1	17.2258	1	0.148334	0
5515	229.797	0.879184	0.286859	0	15.3172	2	0.220839	0
5516	153.701	0.391407	0.258076	1	14.4057	1	0.0655771	59.9177
5517	165.959	0.0830097	0.572531	1	12.5477	0	0.175911	0
5518	87.0779	0.416966	0.340203	0	10.5316	0	0.0508451	819.883
5519	166.267	0.255635	0.421871	1	19.5893	1	0.16681	0
5520	4.25769	0.734837	0.570048	0	11.9361	2	0.10798	0
5521	131.117	0.3212	0.42594	1	9.26258	0	0.181252	0
5522	121.547	0.223617	0.451062	0	23.6146	1	0.183663	0
5523	162.145	0.0537012	0.502175	0	14.6967	2	0.183362	0
5524	222.758	0.383879	0.261193	1	23.5782	2	0.118722	1.76815
5525	82.6331	0.809477	0.583005	0	14.2047	1	0.197198	0
5526	36.223	0.407504	0.514054	1	18.2038	0	0.14482	0
5527	164.238	0.215776	0.365171	0	11.9986	0	0.156371	0
5528	190.071	0.711649	0.35632	1	21.2846	1	0.231908	0
5529	100.765	0.969662	0.321538	0	6.82336	2	0.111518	136472
5530	220.789	0.207479	0.381552	1	7.75542	2	0.204148	7869.22
5531	34.6771	0.499055	0.284045	1	15.9854	1	0.0542326	122.507
5532	241.219	0.397072	0.305285	0	13.6717	0	0.165753	0
5533	8.25301	0.978656	0.433822	1	20.6786	1	0.243761	82419
5534	48.3834	0.661456	0.324091	0	18.2437	2	0.10729	3.28173
5535	29.1996	0.809852	0.531743	0	23.8502	0	0.101819	0
5536	33.6162	0.27651	0.571163	1	21.4801	0	0.139259	0
5537	33.184	0.782868	0.585842	0	7.36957	1	0.146227	130112
5538	17.7516	0.168682	0.495373	1	22.6528	2	0.0657881	0
5539	114.833	0.405726	0.233491	0	7.01066	2	0.158108	4076.99
5540	90.8249	0.193262	0.583236	1	18.3441	1	0.114199	0
5541	77.6028	0.292292	0.598465	0	11.4217	0	0.0985187	0
5542	230.542	0.65514	0.322283	1	9.06941	0	0.156627	0
5543	222.229	0.209835	0.447582	1	19.4007	1	0.0518594	0
5544	87.7057	0.307808	0.282597	0	22.1506	2	0.231204	56.2899
5545	64.8926	0.0640952	0.500813	1	5.94804	2	0.214371	7894.5
5546	45.9483	0.455287	0.260276	0	13.8999	0	0.0934815	197.102
5547	0.595972	0.205168	0.451211	1	11.2138	1	0.0533898	0
5548	235.976	0.865641	0.591298	0	21.6494	2	0.0595829	0
5549	180.54	0.422605	0.403757	1	21.9203	1	0.214006	0
5550	236.536	0.542621	0.289822	0	9.07773	0	0.102562	0
5551	122.293	0.891286	0.442554	0	12.7743	1	0.0976035	0
5552	121.948	0.0635841	0.542399	1	13.2195	0	0.139207	0
5553	194.976	0.712026	0.522955	1	7.25655	2	0.132505	5700.45
5554	105.089	0.0883548	0.581368	0	14.4503	1	0.245459	62689.9
5555	141.127	0.196611	0.274856	0	8.83816	2	0.177408	3318.65
5556	95.6128	0.125309	0.561231	1	24.0604	0	0.0897947	0
5557	124.251	0.608715	0.468718	0	22.476	0	0.161164	0
5558	148.686	0.718099	0.301789	1	7.73092	2	0.223876	5672.33
5559	187.934	0.258314	0.536699	0	5.64222	1	0.0574568	7358.07
5560	67.9645	0.818656	0.367098	1	24.4711	0	0.22996	0
5561	223.826	0.306437	0.450635	0	13.31	2	0.112648	0
5562	20.8959	0.854203	0.523584	1	5.25135	1	0.21131	147607
5563	12.6308	0.466681	0.410474	0	10.017	2	0.239618	3706.75
5564	164.804	0.161565	0.483621	1	21.2926	1	0.128214	0
5565	113.824	0.0992079	0.505434	1	22.914	0	0.123548	0
5566	193.314	0.546055	0.430128	0	16.2959	1	0.0935634	0
5567	198.188	0.0560184	0.362592	0	22.3093	2	0.174837	0
5568	197.446	0.166448	0.510067	1	12.0944	0	0.146004	0
5569	70.9847	0.72901	0.471366	0	17.2014	1	0.135007	0
5570	21.2156	0.723433	0.492895	1	22.6517	2	0.229527	0
5571	0.626597	0.774178	0.292783	1	9.09004	0	0.203893	146
5572	55.3309	0.36757	0.499615	0	14.4634	0	0.157871	0
5573	219.397	0.678625	0.513289	0	19.7654	2	0.205551	0
5574	59.6478	0.438733	0.525745	1	18.6737	1	0.132391	0
5575	46.1389	0.579229	0.480713	0	8.53269	0	0.112956	0
5576	188.15	0.729167	0.42079	1	9.34041	1	0.161981	94095.1
5577	31.8109	0.805237	0.446978	0	23.0755	2	0.167128	0
5578	242.153	0.835137	0.474622	1	13.5335	0	0.19945	0
5579	93.1815	0.427661	0.23269	0	5.51322	2	0.22052	31917.3
5580	63.0177	0.386049	0.41205	1	22.8263	1	0.145711	0
5581	166.773	0.674513	0.219049	0	5.45729	2	0.164634	63955.3
5582	168.231	0.974801	0.253763	1	17.421	1	0.157451	88937.6
5583	89.8498	0.443683	0.234364	0	10.014	0	0.169913	241.94
5584	209.749	0.0251278	0.391138	1	17.9914	2	0.0996263	0
5585	228.48	0.103601	0.309446	1	8.47053	0	0.0540076	2369.74
5586	9.40728	0.542116	0.444858	0	24.2448	1	0.0984307	0
5587	3.6606	0.46741	0.358089	0	20.162	2	0.061559	0
5588	37.1354	0.556485	0.383788	1	22.5144	1	0.139329	0
5589	245.392	0.144026	0.54003	0	6.61894	0	0.173672	5522.46
5590	114.478	0.675847	0.298471	1	19.4079	0	0.221493	1.11727
5591	244.38	0.789678	0.283642	0	18.9395	2	0.241662	0
5592	41.3128	0.875075	0.381	1	23.8202	1	0.0637897	0
5593	95.2253	0.180687	0.50865	0	15.1026	0	0.177838	0
5594	217.374	0.887746	0.575116	1	18.8653	1	0.213139	0
5595	94.8121	0.945521	0.469744	1	19.2154	2	0.0629794	0
5596	143.643	0.0490797	0.309985	0	19.3499	1	0.0991963	0
5597	117.328	0.18712	0.545221	1	14.296	0	0.197354	0
5598	33.9067	0.037044	0.562614	0	10.8169	2	0.190872	4463.67
5599	229.262	0.628505	0.537396	0	16.2263	2	0.238908	0
5600	197.639	0.126847	0.38014	1	16.1447	0	0.111031	0
5601	174.639	0.158385	0.50325	0	9.76063	1	0.223532	115583
5602	41.689	0.810985	0.352359	1	5.97969	2	0.083041	4211.96
5603	6.15386	0.806473	0.360779	1	7.24414	0	0.0889867	159.807
5604	146.232	0.267658	0.404215	0	7.22941	1	0.122921	118608
5605	83.9288	0.12956	0.231734	0	23.1092	2	0.137639	263.781
5606	223	0.619854	0.254505	1	20.2207	0	0.249498	12.3102
5607	209.988	0.136325	0.200277	1	14.6527	1	0.0779602	2535.89
5608	219.575	0.84584	0.526159	0	9.06117	1	0.0799934	4602.57
5609	119.821	0.924724	0.414907	1	5.60139	0	0.15988	122309
5610	148.386	0.416208	0.338845	0	17.4159	2	0.241405	0
5611	76.2093	0.525584	0.371151	0	6.49533	1	0.0670218	9352.78
5612	231.773	0.480253	0.39025	1	6.8525	2	0.23292	8175.31
5613	156.601	0.863618	0.565723	1	15.3093	0	0.230045	0
5614	66.3747	0.589411	0.251164	0	21.7794	0	0.102651	202.995
5615	159.563	0.451384	0.535316	0	10.1264	2	0.0581861	4208.74
5616	139.627	0.236553	0.231435	1	12.4028	1	0.184605	45336.1
5617	153.727	0.597998	0.489546	1	13.4011	2	0.183719	0
5618	85.6708	0.445723	0.591177	0	13.9709	1	0.0800075	0
5619	76.561	0.943001	0.490455	0	7.08431	0	0.184205	106081
5620	154.633	0.0133266	0.35577	1	17.9336	2	0.0927257	0
5621	94.1059	0.0960305	0.497774	0	6.60981	0	0.0551521	15445.1
5622	181.351	0.824285	0.510668	1	9.29594	1	0.0845901	4529.95
5623	121.3	0.723795	0.39856	0	20.6541	2	0.187045	0
5624	115.372	0.692346	0.241313	1	9.62995	1	0.24562	148436
5625	172.64	0.716794	0.559827	0	17.1244	0	0.083284	0
5626	116.856	0.903198	0.388317	1	14.5611	0	0.0782647	0
5627	231.391	0.48477	0.215558	0	10.9187	1	0.139103	5922.69
5628	147.32	0.336096	0.381968	1	11.1823	2	0.208391	3969.67
5629	212.354	0.0659709	0.562822	0	10.4729	1	0.0956104	4456.81
5630	27.376	0.548033	0.59239	1	19.4418	2	0.200797	0
5631	162.899	0.249037	0.207935	0	17.0066	0	0.139903	265.107
5632	46.6137	0.0335299	0.548166	1	11.2508	1	0.244779	118612
5633	160.141	0.62356	0.349246	0	16.6743	2	0.10669	0
5634	212.807	0.519523	0.310977	1	18.1714	0	0.230573	0
5635	242.139	0.23661	0.375457	1	24.4261	0	0.248742	0
5636	142.562	0.545304	0.40227	0	13.1836	1	0.244309	78571.5
5637	25.5039	0.371307	0.355305	0	5.23298	2	0.244519	45062
5638	98.8661	0.795039	0.551461	1	11.8175	2	0.213552	4415.88
5639	131.408	0.426814	0.212655	0	17.362	1	0.171318	2853.84
5640	66.9887	0.199086	0.31826	1	17.3915	0	0.188421	0.95699
5641	132.302	0.0639117	0.489572	1	8.56957	1	0.222193	142649
5642	176.11	0.347506	0.523876	0	24.9659	2	0.143926	0
5643	225.069	0.342738	0.443563	1	11.3507	0	0.198106	0
5644	199.691	0.0713511	0.307908	0	23.3716	1	0.241109	200.222
5645	13.2311	0.81859	0.253031	1	21.3914	2	0.219644	2505.78
5646	136.376	0.712236	0.437826	0	16.2502	0	0.0992114	0
5647	63.086	0.117702	0.519198	0	7.06289	2	0.184333	8417.61
5648	165.759	0.281466	0.261213	1	15.8108	0	0.0639462	38.6525
5649	215.221	0.840488	0.442482	1	21.3077	1	0.224887	0
5650	166.247	0.784627	0.596161	0	19.9761	2	0.0576791	0
5651	60.8424	0.377622	0.255673	0	8.58403	0	0.0674445	192.447
5652	201.512	0.446838	0.50101	1	6.71677	1	0.155156	141499
5653	118.06	0.100004	0.252093	0	5.41034	1	0.127518	152508
5654	37.2311	0.306335	0.398106	1	12.8336	0	0.131036	0
5655	37.426	0.624124	0.397911	1	18.8737	2	0.134609	0
5656	91.2283	0.14872	0.202675	0	23.7566	2	0.114266	401.903
5657	47.8651	0.050542	0.432397	0	10.3726	1	0.0996554	3651.65
5658	122.569	0.396466	0.457241	1	7.22177	0	0.0959213	2177.72
5659	74.8002	0.054082	0.317713	1	24.2956	1	0.104439	0
5660	175.082	0.822972	0.570429	0	18.7478	2	0.141677	0
5661	73.092	0.907764	0.486965	1	17.9942	0	0.182485	0
5662	135.305	0.402705	0.396685	0	12.2391	2	0.226271	3852.21
5663	17.0588	0.547971	0.383662	1	13.3886	0	0.185875	0
5664	182.826	0.293515	0.558023	0	20.8057	1	0.0886993	0
5665	209.845	0.514484	0.546291	0	16.9016	0	0.0919953	0
5666	149.21	0.240448	0.41543	1	13.8083	1	0.16072	0
5667	4.81107	0.401133	0.517326	0	19.6512	2	0.207864	0
5668	154.216	0.701478	0.589358	1	16.9246	0	0.193215	0
5669	200.729	0.969607	0.424259	1	24.0021	1	0.107686	0
5670	154.493	0.117543	0.411641	0	19.5963	2	0.0713459	0
5671	2.40388	0.730378	0.280729	0	18.0126	1	0.087036	188.4
5672	150.762	0.261306	0.275828	1	9.98692	0	0.206485	15.1002
5673	205.523	0.420108	0.347093	1	12.2808	2	0.0754904	0
5674	106.842	0.730765	0.26624	0	17.3952	2	0.243437	2873.35
5675	39.9216	0.0611993	0.233783	1	5.49693	1	0.200766	154018
5676	157.901	0.694381	0.408064	0	7.31706	0	0.179779	0
5677	93.9418	0.100064	0.202821	0	20.3288	1	0.183933	3341.3
5678	160.246	0.76183	0.402198	1	15.0724	0	0.117867	0
5679	120.651	0.885758	0.31281	0	18.6563	2	0.170675	0
5680	191.073	0.61563	0.477813	1	13.1916	2	0.164997	0
5681	48.2515	0.496912	0.504004	0	10.8255	1	0.0553218	0
5682	73.5279	0.509023	0.480756	1	9.15824	0	0.230367	0
5683	56.8008	0.726273	0.470383	0	22.2553	1	0.148296	0
5684	61.0629	0.348402	0.524851	1	20.4063	0	0.21554	0
5685	41.0465	0.735676	0.217291	0	20.1255	2	0.113045	408.701
5686	29.2675	0.400566	0.23421	1	17.8467	1	0.123886	2397.73
5687	172.039	0.856864	0.537093	0	9.46998	0	0.179189	0
5688	151.368	0.197062	0.461368	1	20.0494	2	0.151178	0
5689	202.755	0.0551597	0.229261	1	21.2465	0	0.152029	1931.08
5690	37.0004	0.893768	0.20446	0	5.22313	2	0.139876	123311
