Simulation,Annual.financial.bail-out,Attention.rate.for.planning.new.infrastructure,Default.infrastructure.aging.time,Maximum.capacity.exceeding,Percentage.of.income.used.for.maintenance,Staff.Hired,Staff.required.for.tankers,Staff.service.time,switch.policy.staff.attention,Target.percentage.infrastructure.maintenance,householdshortage
266,4.44899,0.221233,25.9817,0.29659,0.43427,6.2869,1,7.63323,1,0.235872,180707
267,86.0614,0.994367,37.0076,0.0347511,0.356706,45.6621,0,20.2769,2,0.125189,4030.56
268,38.4565,0.155163,26.8335,0.265398,0.24648,42.298,1,13.2542,2,0.156933,6814.53
269,155.026,0.765031,31.2134,0.291228,0.337521,14.7446,1,22.9919,0,0.110135,4312.51
270,203.885,0.684539,28.1434,0.307763,0.510113,49.424,0,20.9718,1,0.0909571,3937.84
271,72.3423,0.52131,39.1024,0.376033,0.297727,3.26603,0,5.9492,1,0.230709,174156
272,238.39,0.215407,34.0236,0.357061,0.373127,18.8179,1,19.0655,2,0.111817,3545.54
273,0.540285,0.0632571,25.1107,0.0229586,0.514052,4.57655,1,17.2778,0,0.189632,7163.63
274,71.5823,0.717568,36.283,0.493581,0.318097,34.4481,0,6.50631,0,0.190909,4368.79
275,3.32815,0.18882,21.4834,0.400432,0.292534,2.34907,0,16.3541,2,0.239551,17.5816
276,217.298,0.786857,26.2798,0.36468,0.232831,6.62621,1,20.6759,1,0.205184,6064.03
277,228.13,0.909199,20.3667,0.222988,0.367241,21.9154,1,17.9738,0,0.244809,4981.28
278,19.8162,0.167471,23.7321,0.419295,0.483178,7.11431,0,24.0032,2,0.199015,4302.05
279,220.69,0.944636,37.2225,0.375695,0.304129,10.9326,0,23.7496,1,0.0919803,3999.24
280,61.2195,0.831876,35.2789,0.0529326,0.525516,14.6904,1,13.4402,0,0.172696,3415.97
281,212.608,0.627185,38.5508,0.468719,0.466415,27.7776,1,21.603,1,0.0779861,3266.17
282,66.7479,0.126363,33.6063,0.298724,0.332364,45.9185,0,11.547,2,0.128124,4470.53
283,224.579,0.4039,29.3651,0.0324511,0.263615,38.7773,1,7.0695,2,0.087752,4953.61
284,174.906,0.994698,24.1726,0.27112,0.575184,8.20462,0,18.1759,1,0.109918,185658
285,74.7953,0.319618,36.7137,0.339126,0.482101,18.7335,0,18.1069,0,0.176317,3214.54
286,195.693,0.392471,21.5911,0.30794,0.515165,39.5249,1,15.9778,2,0.211434,4822.06
287,97.7539,0.789277,31.0633,0.0793422,0.445656,35.3064,0,18.4633,0,0.1736,3636.99
288,42.6234,0.755462,39.2941,0.222137,0.29295,25.3763,1,24.0534,1,0.179809,4447.5
289,237.028,0.194321,39.3268,0.281012,0.449755,49.4142,0,24.5027,0,0.0815357,3232.55
290,146.412,0.619971,38.9228,0.0499664,0.343897,25.7687,1,16.5264,2,0.244933,3818.8
291,247.763,0.0744141,21.1423,0.0270019,0.534426,48.149,0,13,1,0.230571,4362.45
292,58.1802,0.125486,34.6603,0.349303,0.219203,46.4401,1,16.8262,0,0.182131,5466.49
293,235.611,0.223193,31.6416,0.441205,0.360196,34.4524,0,7.06234,2,0.180595,3807.86
294,126.211,0.657644,31.0215,0.0162478,0.595093,13.8465,1,16.5649,1,0.170939,3534.64
295,27.4573,0.0638997,36.5491,0.245579,0.552577,45.2077,0,19.5744,2,0.0980265,3389.86
296,146.318,0.948457,36.1601,0.215033,0.553396,34.2706,1,14.5417,1,0.103275,3353.79
297,22.632,0.398513,36.3965,0.0301163,0.584112,6.17108,0,23.4885,0,0.21391,3319.17
298,1.68389,0.159669,22.1139,0.379888,0.523639,4.97487,1,11.1843,2,0.117425,765.014
299,135.298,0.856361,39.8526,0.00903034,0.440447,23.4697,1,15.6985,1,0.154642,3252.49
300,107.891,0.0659039,30.7063,0.384299,0.200506,33.7268,0,16.1779,0,0.0805986,6159.35
301,161.163,0.175172,23.0902,0.290275,0.595455,48.7515,1,6.57981,1,0.200252,4490.68
302,222.468,0.341879,36.9335,0.248971,0.390611,48.9811,0,11.6197,0,0.210459,3319.34
303,28.6849,0.589393,28.4821,0.264128,0.247211,33.8909,0,14.1261,2,0.109207,6334.48
304,83.4085,0.0890628,20.5584,0.367331,0.334178,37.8769,1,5.61026,1,0.157555,6668.83
305,75.014,0.875869,27.9249,0.364618,0.583541,30.0106,0,10.4736,0,0.180772,3964.14
306,145.861,0.611972,36.3803,0.0698669,0.538526,28.6399,1,19.7506,2,0.227459,3324.21
307,162.918,0.383662,38.2629,0.0935776,0.52094,12.7046,1,12.4835,1,0.154815,3253
308,134.978,0.58797,26.7435,0.393399,0.504882,45.694,0,18.9702,0,0.106842,4120.78
309,44.3964,0.95864,31.6756,0.396203,0.302447,20.7938,0,15.1984,2,0.179194,5014.35
310,85.2888,0.809084,29.9845,0.280955,0.477642,40.5913,1,14.5554,1,0.21639,3622.58
311,83.3004,0.821172,23.0657,0.339269,0.325215,26.9205,1,17.3915,2,0.117371,5997.33
312,199.393,0.194837,26.1305,0.460151,0.268491,21.1782,0,21.2565,0,0.0902171,5554.89
313,114.907,0.400932,27.6859,0.233409,0.551458,1.40312,1,6.83549,2,0.0676318,194368
314,96.6325,0.0967876,31.8827,0.27645,0.572432,43.1377,0,17.5086,0,0.162202,3631.9
315,131.045,0.00605246,27.9122,0.153829,0.407409,12.4584,1,15.1742,1,0.119957,4037.38
316,191.82,0.315076,23.0232,0.214577,0.275299,29.6985,0,11.1645,0,0.0850595,6177.09
317,95.9955,0.472618,26.9044,0.00896143,0.328129,0.39205,1,7.85269,2,0.216006,181335
318,243.915,0.719907,21.1044,0.180694,0.54822,17.9824,0,12.2658,1,0.198703,4841.93
319,164.879,0.482591,28.5145,0.132223,0.513531,25.6775,1,6.44474,0,0.165423,3915.02
320,181.384,0.261426,36.0469,0.361112,0.417708,7.76243,0,16.3603,1,0.129275,3316.03
321,153.683,0.273631,33.1012,0.117069,0.571825,33.5661,1,19.3275,2,0.0518015,3521.96
322,95.4569,0.783404,38.5181,0.464995,0.282993,2.42151,0,11.8736,1,0.152075,165161
323,208.863,0.609048,27.3135,0.163581,0.372427,46.5282,0,13.4318,2,0.232894,4107.94
324,137.37,0.998992,39.1243,0.462961,0.310253,42.3842,1,14.9907,0,0.239375,53928.6
325,170.087,0.331294,31.582,0.0844552,0.511703,19.5402,1,22.7749,0,0.113052,3627.51
326,122.679,0.715781,25.9671,0.474281,0.414266,18.1936,0,5.42163,2,0.158667,4182.58
327,103.448,0.469474,25.8287,0.354738,0.532189,9.02438,0,5.93697,1,0.0884131,4217.66
328,180.27,0.356019,22.8285,0.209755,0.364228,16.4782,1,20.4758,1,0.144592,4809.29
329,46.9245,0.0179014,36.5802,0.458598,0.218975,25.18,1,18.1425,0,0.173717,6205.54
330,228.887,0.904844,28.3037,0.00102653,0.239817,20.6363,0,5.72986,2,0.229612,5291.07
331,6.74139,0.482477,21.515,0.409786,0.203527,36.9458,1,21.7252,2,0.137768,17925.5
332,18.0192,0.431165,25.5053,0.00957631,0.415368,39.528,0,18.8035,1,0.187125,4827.92
333,154.595,0.575155,24.0623,0.48909,0.431981,23.6819,1,9.2921,0,0.102656,4243.96
334,89.5203,0.5434,35.8196,0.0292166,0.290093,38.1948,0,21.9781,1,0.245244,4580.37
335,66.1833,0.394584,34.9286,0.151243,0.427709,44.5519,1,11.9157,2,0.123998,3651.99
336,204.743,0.908264,28.6464,0.187416,0.418459,44.3944,0,8.40784,0,0.14596,3816.96
337,31.3014,0.649497,28.3203,0.253997,0.205343,49.4479,0,8.5337,0,0.22829,7175.27
338,171.412,0.936831,28.0383,0.449443,0.326242,24.1358,1,24.1617,1,0.11263,4662.57
339,187.203,0.843616,27.8695,0.0117323,0.449186,24.1759,1,5.26044,2,0.202081,3797.95
340,142.073,0.561991,28.7977,0.304369,0.289419,13.6338,0,15.6786,2,0.0860646,5111.54
341,84.8057,0.863188,27.4851,0.240442,0.226446,7.19245,0,11.0358,0,0.201959,6649.09
342,18.6555,0.995772,26.086,0.30035,0.257492,2.27282,1,13.0239,1,0.0973095,214720
343,95.5805,0.694598,35.1847,0.255252,0.507077,34.0471,0,7.83496,2,0.216338,3471.93
344,111.506,0.462016,30.3639,0.166569,0.343673,22.299,1,5.60661,1,0.211307,4487.54
345,102.695,0.640951,28.0821,0.211743,0.373644,14.4745,0,20.9577,0,0.0730701,4456.26
346,126.264,0.952427,27.8004,0.168002,0.27868,16.6361,1,21.1186,2,0.190062,5452.9
347,152.115,0.497388,33.6383,0.448761,0.280073,26.1863,1,14.4838,0,0.122239,4659.8
348,19.1264,0.776127,34.8045,0.121895,0.3943,49.4739,0,18.7364,1,0.189532,4069.17
349,216.638,0.466136,22.1487,0.248445,0.261327,3.91762,1,15.201,0,0.122484,3972.2
350,10.7372,0.113213,23.4683,0.0713157,0.304955,31.4597,0,10.2571,2,0.171235,6370.44
351,99.8518,0.148185,35.9127,0.364751,0.204412,7.88877,1,6.07235,1,0.129945,9468.9
352,43.8982,0.742948,21.1697,0.30485,0.442261,19.9666,0,6.03186,2,0.134686,4922.44
353,220.127,0.0268193,21.8405,0.459589,0.354471,14.8439,1,12.5676,1,0.172146,4876.47
354,246.272,0.109867,27.1211,0.327405,0.225153,8.60067,0,9.61228,0,0.0836052,5881.54
355,16.3622,0.282936,22.8031,0.208991,0.367682,9.07682,0,13.1936,1,0.246698,5916.83
356,14.4127,0.61212,22.2289,0.0197904,0.423649,12.8449,1,9.42131,2,0.244741,5179
357,225.997,0.441938,21.7633,0.0512226,0.453198,21.7881,0,21.9722,0,0.123205,4453.11
358,227.035,0.842296,39.06,0.219083,0.562069,17.7476,1,17.597,0,0.209425,3168.74
359,186.943,0.266316,27.0004,0.106543,0.555882,46.3714,1,6.71694,1,0.10549,3978.04
360,14.5899,0.823304,36.674,0.107262,0.21098,26.445,0,16.3995,2,0.100058,5373.54
361,243.743,0.734874,20.8389,0.135204,0.318062,37.9938,0,22.7735,0,0.183251,5445.61
362,111.191,0.246683,22.0884,0.327931,0.454579,12.5921,1,18.6033,2,0.211006,4484.03
363,249.385,0.682726,25.6903,0.36863,0.480629,29.9128,0,19.7309,1,0.213592,4203.35
364,218.616,0.929509,34.2218,0.0330375,0.489725,9.67179,1,16.6933,1,0.149561,3403.45
365,79.0873,0.769728,36.4004,0.137523,0.412958,21.1686,0,5.36834,2,0.0941575,3630.6
366,172.771,0.036765,28.5199,0.316821,0.2046,9.64369,1,24.0071,0,0.133315,10621.5
367,161.906,0.459316,31,0.140513,0.404483,26.1443,1,6.98147,0,0.243908,3721.63
368,201.711,0.922668,29.3781,0.0243043,0.442084,27.1368,0,18.2339,1,0.146547,3723.93
369,113.592,0.710987,25.4723,0.141616,0.459865,39.9709,0,14.8068,2,0.201563,4040.19
370,70.8047,0.126103,26.1969,0.0298837,0.475855,39.4493,1,14.2203,2,0.0855501,3960.28
371,207.122,0.0626842,38.4559,0.327728,0.471794,42.0185,1,7.52998,0,0.208395,3268.73
372,226.256,0.0429,26.2981,0.210033,0.284299,38.0304,0,14.4991,1,0.13154,5169.31
373,116.788,0.376234,33.4355,0.492739,0.207186,12.115,1,14.2128,0,0.100194,5576.07
374,186.915,0.199796,27.2396,0.023102,0.591366,35.794,0,18.061,2,0.154498,3775.68
375,148.739,0.626597,36.1865,0.39358,0.417301,40.8825,0,10.9244,1,0.214258,3378.61
376,170.451,0.801003,31.7776,0.130622,0.435695,4.67713,1,16.81,0,0.244287,3564.43
377,161.474,0.665414,31.3309,0.426651,0.593556,2.45449,0,22.6114,2,0.247774,121283
378,26.155,0.457288,36.2965,0.48026,0.388863,27.2675,1,17.9862,1,0.182959,3987.46
379,211.435,0.896455,27.8415,0.189337,0.531066,48.0697,1,9.76768,0,0.174455,3945.43
380,47.9425,0.188086,20.9666,0.121071,0.518823,7.20883,0,23.0014,2,0.156633,4602.78
381,162.269,0.661672,30.153,0.436052,0.335075,33.874,0,15.3884,1,0.113894,4400.29
382,70.7837,0.914528,22.7526,0.130127,0.258393,32.1519,1,5.59094,1,0.0529494,7182.65
383,25.038,0.822649,34.4811,0.307246,0.432255,29.6031,1,10.9848,0,0.126655,3798.25
384,78.4655,0.0708343,31.8594,0.244263,0.246912,1.76344,0,12.3678,2,0.150171,91741.9
385,150.812,0.373495,23.9084,0.0399932,0.298298,30.5653,1,21.6131,1,0.0854784,5531.44
386,55.4543,0.965168,32.6429,0.313968,0.368383,10.6215,0,5.65959,2,0.246478,146726
387,148.233,0.539934,33.5218,0.177226,0.435029,3.90186,1,23.0486,0,0.111722,3437.59
388,206.683,0.579731,25.1807,0.314952,0.591814,35.3684,0,17.2417,0,0.207638,4179.59
389,52.082,0.592482,39.5918,0.174289,0.217384,9.61388,0,21.6155,2,0.171653,5012.58
390,26.0517,0.519243,24.78,0.377662,0.367613,29.9587,1,24.0491,1,0.0671665,5379.81
391,154.311,0.873991,39.4077,0.424336,0.430224,46.8526,0,22.9372,2,0.143844,3149.44
392,236.668,0.0946688,31.441,0.466896,0.262593,18.3432,1,8.45125,0,0.233147,4786.58
393,78.5716,0.689136,24.109,0.431029,0.471213,23.1702,1,10.3522,1,0.235369,4174.53
394,199.542,0.684614,36.528,0.351273,0.458543,22.4971,0,5.06667,1,0.159513,3383.97
395,89.4218,0.621466,32.8429,0.0396928,0.530524,23.3126,0,6.24458,2,0.203162,3516.89
396,92.781,0.223519,31.9568,0.0056239,0.214615,26.6881,1,7.24157,0,0.0972395,5506.15
397,43.5935,0.0802412,23.9561,0.093922,0.267962,38.3519,0,12.2336,2,0.130106,6646.89
398,84.9497,0.0722258,23.0357,0.220511,0.431809,34.4102,1,6.20358,0,0.104494,4513.74
399,211.605,0.187941,36.61,0.155711,0.567497,18.2635,1,9.0576,1,0.11444,3294.25
400,41.1633,0.350489,25.9138,0.451682,0.559049,41.1352,0,22.7912,2,0.131777,4228.58
401,123.317,0.512528,20.6267,0.432305,0.280466,3.2179,0,6.94657,0,0.146712,408.6
402,144.214,0.267973,25.7163,0.217296,0.282693,27.1997,1,17.8348,1,0.154853,5695.89
403,161.317,0.462394,22.842,0.195248,0.222215,40.785,0,17.453,2,0.0997761,7722.01
404,89.302,0.449888,35.5254,0.402248,0.591194,17.7074,1,16.8109,0,0.0969541,3388.93
405,100.971,0.862159,34.4401,0.156603,0.498355,27.6831,1,13.3282,1,0.147285,3521.72
406,141.649,0.148738,32.2012,0.0123718,0.536301,43.2195,0,13.8318,2,0.120918,3485.14
407,180.682,0.474304,26.6281,0.274717,0.298429,31.0528,1,23.309,1,0.178912,5129.51
408,235.349,0.566515,32.0782,0.252252,0.27819,49.814,0,20.1457,0,0.184602,4563.25
409,50.6505,0.447323,39.1411,0.487378,0.479761,3.15353,0,16.6235,2,0.0995638,3165.68
410,192.305,0.565753,27.1371,0.410752,0.48971,15.6462,1,15.7095,1,0.1893,4060.56
411,173.817,0.974723,34.9615,0.150173,0.388137,7.99838,1,18.2751,0,0.136186,3579.37
412,232.041,0.206862,35.1454,0.0351334,0.404406,48.3288,0,12.3085,1,0.0676597,3323.58
413,218.273,0.369601,33.7089,0.0175844,0.373034,21.9306,0,15.6537,0,0.159672,3718.45
414,213.717,0.452767,23.8381,0.340926,0.310587,37.2533,1,15.3924,2,0.121572,5228.33
415,67.0005,0.330226,38.4808,0.125868,0.291143,2.05817,1,17.4184,1,0.205645,161144
416,136.615,0.516233,36.8116,0.36857,0.376774,41.2934,0,19.6126,2,0.120684,3684.08
417,125.535,0.0482702,20.5189,0.48514,0.445529,43.8349,0,10.7719,0,0.189478,4783.68
418,242.625,0.428761,21.2969,0.316182,0.395065,16.949,1,14.0225,0,0.21212,4733.46
419,128.503,0.0741121,34.2707,0.130314,0.481601,21.9122,1,22.2909,2,0.21128,3531.85
420,83.1754,0.623431,25.6339,0.482899,0.327726,33.8051,0,15.8486,1,0.112379,5394.15
421,194.256,0.879562,38.506,0.261349,0.568769,48.9649,1,17.2799,2,0.103227,3203.29
422,130.068,0.862426,30.3725,0.192538,0.215206,37.3629,0,6.97637,1,0.114679,5892.09
423,241.286,0.585167,37.1408,0.446734,0.221055,28.1187,0,22.5314,0,0.218698,4719.26
424,172.787,0.00611875,24.649,0.266414,0.249324,26.263,1,21.0524,0,0.0803579,27203.3
425,13.03,0.39296,38.1424,0.415793,0.323877,30.6352,1,6.54543,1,0.123169,4381.14
426,154.762,0.0752147,25.2058,0.119149,0.559586,7.58962,0,18.4864,2,0.2479,4192.01
427,146.678,0.247088,30.439,0.0777331,0.594679,14.9047,1,9.07775,0,0.102846,3650.5
428,115.257,0.817635,23.2032,0.29862,0.252149,34.9696,0,24.1265,1,0.198043,7732.94
429,174.961,0.301705,25.9998,0.0310361,0.402716,20.0311,0,7.0164,2,0.0519649,4116.03
430,233.359,0.33851,20.7023,0.457837,0.393885,10.4595,1,24.6085,0,0.24679,4841.56
431,1.74732,0.283713,30.377,0.460557,0.570462,46.8168,0,16.562,2,0.217425,3774.92
432,32.9247,0.483732,21.8585,0.244893,0.514144,44.7965,1,18.8988,1,0.192009,4432.4
433,210.453,0.344716,32.7478,0.295165,0.539926,6.9275,0,24.8036,2,0.221195,3545.95
434,218.29,0.668877,35.239,0.174442,0.458321,35.5276,1,18.599,1,0.099186,3448.85
435,31.4361,0.386088,26.4768,0.0383932,0.236029,9.2859,0,20.9459,0,0.167657,6335.79
436,5.10496,0.887753,32.3278,0.289552,0.498674,46.0045,1,20.8429,0,0.121963,3556.37
437,14.2546,0.164276,24.7102,0.0808586,0.326457,32.2741,1,12.1169,1,0.104156,5837.17
438,80.4758,0.518663,32.0397,0.322976,0.348052,12.8472,0,20.879,2,0.10419,4416.63
439,209.797,0.287247,35.3089,0.0909606,0.520616,3.93722,0,24.891,0,0.149287,3387.13
440,82.6455,0.729814,23.3305,0.300908,0.396525,6.14342,1,21.3781,1,0.169683,4886.01
441,107.561,0.073603,37.5958,0.204303,0.258719,45.0141,1,13.6274,2,0.209061,4664.11
442,140.871,0.822842,25.7832,0.185319,0.317183,35.7687,0,15.8861,2,0.157647,5196.1
443,59.8536,0.706745,20.37,0.218075,0.271931,45.2644,1,14.998,1,0.0744072,9037.62
444,96.787,0.52389,30.3855,0.295364,0.530623,5.43767,0,10.4064,0,0.167111,3780.73
445,160.759,0.97787,27.9029,0.0219862,0.248791,18.3049,1,10.6913,0,0.112654,5462.05
446,57.0031,0.67506,38.6295,0.17869,0.335775,40.6474,0,16.3587,2,0.248538,4127.85
447,80.9552,0.648279,24.3385,0.273817,0.355596,0.0704307,1,14.4957,1,0.144211,95565.7
448,57.5413,0.763103,20.925,0.181557,0.578278,32.8369,0,18.9093,1,0.0631848,4993.37
449,158.676,0.89602,32.1695,0.0422195,0.462119,38.8687,0,7.28774,0,0.132267,3579.1
450,19.1093,0.683865,38.9724,0.143494,0.223564,33.3875,1,9.03049,2,0.207987,5082.82
451,164.206,0.0775169,36.308,0.236382,0.508979,46.664,1,20.4851,0,0.142456,3369.9
452,7.28018,0.739907,36.4062,0.179529,0.442888,29.665,0,6.76247,2,0.0679997,3682.9
453,143.904,0.115188,25.1472,0.186447,0.206598,14.7095,0,8.2259,1,0.143491,7248.87
454,246.399,0.96462,34.4381,0.17337,0.480725,7.33217,1,5.27825,2,0.106083,143848
455,238.249,0.203509,25.2141,0.363042,0.306416,41.0207,1,12.3137,1,0.181615,4967
456,82.3311,0.676085,34.6483,0.0611606,0.277093,4.17489,0,7.51105,0,0.0899454,4780.74
457,197.041,0.733376,23.1039,0.115296,0.235313,49.669,1,19.9824,0,0.0538704,6633.22
458,55.9421,0.941779,25.3013,0.118695,0.318969,45.2725,0,15.4876,1,0.225382,5644.81
459,203.805,0.948542,39.9459,0.354512,0.466578,1.8719,1,10.5957,2,0.222082,160487
460,196.707,0.68632,37.6008,0.204072,0.241263,38.0545,0,13.6474,1,0.196614,4594.04
461,218.927,0.486752,23.1345,0.221137,0.591877,41.9412,0,17.0678,2,0.0566421,4448.09
462,119.507,0.376125,32.1225,0.148924,0.528222,13.0596,1,14.3481,0,0.0818869,3638.14
463,50.4472,0.445171,23.5776,0.129098,0.550666,33.9247,1,6.86988,2,0.170272,4480.72
464,66.6221,0.937705,25.6082,0.222792,0.419068,22.2561,0,11.4202,1,0.206615,4443.12
465,244.55,0.539738,35.123,0.165475,0.328174,39.4126,0,22.2334,0,0.0987692,3849.56
466,223.894,0.906197,28.7617,0.0979045,0.292837,2.00112,1,16.6726,1,0.173947,179929
467,202.094,0.451613,27.7312,0.0434386,0.307296,43.8502,0,24.1789,2,0.0538268,4750.31
468,21.4064,0.725289,27.1187,0.412263,0.226177,13.4701,1,14.8344,0,0.119311,7409.2
469,58.0989,0.153928,23.7385,0.138238,0.349425,26.8339,0,10.1657,1,0.0740447,5555.63
470,49.1849,0.472144,28.0661,0.0975249,0.385138,2.55088,1,15.4101,0,0.0788051,7610.17
471,199.134,0.261162,34.2614,0.131006,0.215079,25.8356,0,20.151,2,0.065467,5119.03
472,99.1002,0.376925,27.843,0.308207,0.396592,12.3742,1,16.1157,1,0.0789318,4277.78
473,139.762,0.456145,21.2839,0.108504,0.303122,20.0743,1,11.6431,2,0.184908,6197.66
474,9.60478,0.767586,35.8115,0.020405,0.380343,3.3561,0,24.5325,0,0.245492,4228.65
475,147.988,0.493347,22.825,0.229745,0.51681,2.40383,1,9.44317,1,0.112164,132403
476,96.6169,0.143609,27.5523,0.16083,0.267933,33.9708,0,16.2768,0,0.247888,5763.51
477,35.8504,0.517564,29.9177,0.0598972,0.350682,0.381307,0,9.45876,2,0.224968,161960
478,18.8793,0.757706,28.02,7.03E-05,0.564579,32.0995,1,6.32765,2,0.162554,3739.86
479,71.2819,0.678268,31.2262,0.172689,0.556517,39.7571,0,6.14377,0,0.178805,3708.38
480,188.922,0.0522108,27.0968,0.204961,0.300387,17.5764,1,20.5846,1,0.0967531,5004.36
481,137.67,0.504151,22.8818,0.183936,0.209097,36.3745,0,16.6541,1,0.222186,8199.6
482,122.042,0.774304,25.1179,0.492755,0.240597,35.2256,1,11.5974,0,0.237128,6919.43
483,132.423,0.413218,38.3646,0.342354,0.422285,49.5329,1,16.9723,2,0.142927,3296.97
484,42.8498,0.830787,37.8874,0.11178,0.395437,47.9386,0,20.8306,1,0.0766435,3794.06
485,142.657,0.250082,39.0953,0.08104,0.291632,14.1561,1,6.54079,2,0.112455,4195.45
486,207.635,0.695314,37.5709,0.198566,0.41228,9.25884,0,18.1905,0,0.191231,3243.06
487,28.3155,0.03182,23.5101,0.465853,0.277466,44.663,0,22.1611,1,0.108397,7866.42
488,183.419,0.105214,29.4587,0.307707,0.498199,49.2515,1,7.19261,0,0.0753576,3838.31
489,17.4725,0.41765,31.13,0.297054,0.322941,22.6452,1,23.746,2,0.0647652,4989.73
490,216.849,0.177765,22.7079,0.14304,0.58358,36.393,0,24.9619,1,0.164654,4492.13
491,21.1686,0.112552,21.0437,0.0867074,0.408068,3.45171,0,15.9724,0,0.191811,10003.3
492,118.252,0.881898,30.3312,0.123712,0.596076,21.6081,1,9.04501,2,0.231871,3719.27
493,166.812,0.555133,35.2131,0.366042,0.277409,31.4345,0,12.229,2,0.121256,4513.59
494,125.586,0.326232,36.2714,0.287269,0.411482,24.654,1,16.0504,0,0.151089,3493.31
495,157.3,0.0995039,38.3063,0.24352,0.31511,9.80986,0,9.10922,1,0.0950438,4016.77
496,57.1573,0.812322,34.7171,0.313949,0.48976,23.7976,1,10.5921,0,0.224865,3312.19
497,235.439,0.742875,39.2085,0.387573,0.466145,4.80949,1,8.54856,1,0.118716,9414.57
498,245.501,0.44839,38.513,0.469129,0.388484,39.8598,0,9.5301,2,0.0526192,3221.44
499,159.451,0.752968,29.6668,0.0988156,0.56067,22.1524,0,18.8176,1,0.169956,3752.28
500,177.549,0.579895,29.7134,0.175085,0.327248,10.9024,1,9.29623,0,0.0730349,4462.25
501,178.067,0.643696,39.2599,0.326521,0.353631,10.1048,0,18.9586,2,0.191052,3614.48
502,221.607,0.559047,26.5888,0.442508,0.515765,17.9242,1,9.95829,1,0.174623,4081.71
503,145.902,0.561044,20.2751,0.0503152,0.358466,49.4506,1,9.51348,2,0.0955835,5418.78
504,217.153,0.248929,34.4713,0.369749,0.432061,42.5092,0,10.3186,0,0.0879836,3520.68
505,128.643,0.300147,29.1124,0.220967,0.441051,49.962,1,20.1845,0,0.15567,3734.64
506,209.704,0.178328,22.0425,0.363378,0.29453,15.5716,0,10.6218,2,0.132292,5898.89
507,82.011,0.380913,39.7081,0.00858527,0.519074,39.9206,0,21.982,1,0.213481,3163.87
508,73.5602,0.732834,31.4429,0.392851,0.283323,30.9834,1,20.2916,2,0.230792,5122.3
509,165.482,0.479165,24.0926,0.0332317,0.33824,28.7912,0,20.0648,1,0.0568058,4982.41
510,72.6075,0.0307142,28.1181,0.444345,0.445175,26.6765,1,13.5319,0,0.111395,3946.73
511,16.0342,0.231069,22.924,0.281438,0.470159,25.705,1,11.4197,1,0.0787016,4546.75
512,101.296,0.689402,37.4428,0.00162277,0.557175,45.9658,0,9.25714,0,0.20054,3214.39
513,107.076,0.11765,30.9023,0.262876,0.204946,39.7085,1,16.3393,2,0.0624611,6053.87
514,114.165,0.410493,25.8174,0.122636,0.337267,5.89461,0,15.572,2,0.247263,5043.21
515,9.50439,0.97089,23.8677,0.205775,0.34735,8.15045,1,11.3236,0,0.240152,92743.6
516,202.817,0.76343,26.2396,0.277245,0.433016,17.7549,0,6.71118,1,0.246061,4183.35
517,141.178,0.292105,28.9832,0.0409194,0.595007,48.0415,1,7.80949,2,0.173181,3698.35
518,192.097,0.961791,26.3984,0.330807,0.506803,16.5912,0,8.06037,1,0.216706,4124.82
519,34.8166,0.310978,27.2034,0.292965,0.315461,32.5368,0,12.9562,0,0.142557,5562.25
520,18.5065,0.328432,20.4671,0.327201,0.233992,15.3619,1,10.5559,0,0.181749,17887.2
521,224.785,0.193974,30.2485,0.284975,0.236052,3.05509,0,9.02128,1,0.148753,186949
522,214.467,0.281052,25.2196,0.30026,0.252279,23.5082,1,12.2256,2,0.0665202,5947.64
523,208.068,0.472913,29.5275,0.146365,0.450995,43.8293,0,15.2023,1,0.120745,3865.43
524,212.933,0.234625,29.3082,0.411068,0.248569,40.5546,1,20.884,2,0.180897,5285
525,103.01,0.624312,32.1796,0.270729,0.315716,18.9077,0,13.8595,0,0.0876,4613.69
526,46.3059,0.329915,24.0349,0.0675229,0.432683,34.6607,1,13.7754,1,0.103492,4615.15
527,73.9205,0.935421,27.8117,0.457687,0.390674,33.151,0,5.03174,0,0.231219,4448.97
528,200.359,0.549759,22.7293,0.490167,0.201709,41.2728,1,18.2877,2,0.20733,9173.6
529,70.7597,0.790776,35.3834,0.426794,0.455782,20.4047,0,13.2834,2,0.0716053,3418.41
530,144.143,0.0550665,35.2336,0.453629,0.207592,24.9172,1,13.6388,0,0.109262,5274.5
531,103.766,0.430995,20.475,0.348425,0.291584,28.8343,0,9.05897,1,0.0758653,8086.94
532,178.849,0.636506,32.3782,0.00469865,0.523856,45.8508,1,18.732,1,0.0912066,3451.13
533,161.402,0.352577,34.7277,0.0782711,0.207626,35.9477,1,11.9221,0,0.0507342,5192.58
534,234.209,0.44127,32.2837,0.0766164,0.393949,12.1408,0,8.19271,2,0.0612207,3524.01
535,206.717,0.332404,28.9204,0.413751,0.312772,8.87855,0,10.2559,2,0.180681,4584.2
536,33.826,0.859978,26.9982,0.260088,0.388803,21.5392,1,19.7461,1,0.0574891,4754.34
