Simulation	"Annual financial bail-out"	Attention rate for planning new infrastructure	Default infrastructure aging time	Percentage of income used for maintenance	Staff required for tankers	Staff service time	switch policy staff attention	Target percentage infrastructure maintenance	householdshortage
5345	102.326	0.986222	22.0695	0.297771	1	9.88365	1	0.19272	207647
5346	248.618	0.552254	33.7811	0.599281	0	19.4022	2	0.0978198	0
5347	9.915	0.927529	21.1621	0.355358	0	17.1616	1	0.112561	203821
5348	77.9646	0.785338	20.6314	0.572937	1	6.71677	2	0.0736502	204285
5349	104.92	0.110647	38.2883	0.2767	0	7.96825	0	0.106576	0
5350	83.3953	0.459393	38.8229	0.468656	1	19.8484	0	0.232303	0
5351	115.297	0.653569	28.9901	0.497304	0	22.4234	1	0.113075	0
5352	130.929	0.788968	21.89	0.217028	1	13.4575	2	0.172441	194678
5353	243.294	0.752801	21.0293	0.546097	1	18.8476	0	0.169402	208.123
5354	245.905	0.186272	37.5383	0.230062	0	13.0684	1	0.0861262	0
5355	37.2011	0.642122	35.1164	0.375111	1	11.6731	2	0.222202	3197.31
5356	66.0433	0.692912	24.4013	0.552665	0	20.8251	1	0.221176	50.0048
5357	22.2589	0.727855	25.2983	0.226509	0	24.2868	0	0.208929	1791.88
5358	228.903	0.506903	31.484	0.284819	1	6.26799	2	0.0970317	7466.69
5359	123.636	0.440645	35.6009	0.281715	1	23.341	1	0.119014	0
5360	21.5393	0.789527	27.4668	0.326001	0	19.5319	0	0.222681	409.176
5361	226.318	0.905158	34.5388	0.252995	1	8.92848	2	0.106709	5384.54
5362	23.9037	0.641124	36.256	0.213438	0	16.9657	2	0.204579	2462.35
5363	242.998	0.470078	35.6311	0.486147	0	12.2586	0	0.128122	0
5364	215.314	0.594626	25.5103	0.32572	1	6.05691	1	0.0862021	159246
5365	96.5565	0.743598	33.3976	0.352959	1	20.6721	1	0.171491	0
5366	195.441	0.471027	35.336	0.513634	0	13.084	0	0.0633357	0
5367	218.674	0.509721	25.8995	0.214361	0	23.0095	2	0.248636	6776.13
5368	26.0675	0.49929	29.3713	0.273957	1	17.9625	1	0.110076	4307.32
5369	197.124	0.710286	29.6504	0.256647	0	16.533	2	0.230431	4528.67
5370	159.07	0.968096	37.7501	0.388267	1	19.128	0	0.167239	0
5371	159.039	0.0969958	31.4271	0.371783	1	6.42467	2	0.145022	8741.38
5372	33.2271	0.551581	38.0066	0.330317	0	9.89133	0	0.189519	0
5373	160.141	0.252864	29.9807	0.480852	1	18.7058	1	0.099399	0
5374	99.2976	0.833124	37.1946	0.573854	0	16.7981	0	0.139191	0
5375	133.423	0.306241	20.8636	0.390296	1	15.4661	2	0.158795	165703
5376	139.741	0.195132	25.3034	0.324617	0	5.69764	1	0.14955	177274
5377	194.216	0.270159	27.589	0.22191	1	11.4602	0	0.108324	693.799
5378	216.189	0.14729	29.1983	0.282377	0	9.7169	1	0.229161	99936.8
5379	23.8162	0.936166	29.2027	0.418565	0	16.2382	2	0.247497	0
5380	218.126	0.979825	20.4689	0.20634	1	17.875	2	0.165097	215658
5381	107.466	0.715716	34.3389	0.504237	1	23.4358	0	0.0980348	0
5382	218.907	0.704276	22.2114	0.566666	0	12.8107	1	0.13433	84184.5
5383	7.60774	0.749568	27.83	0.50341	0	24.1046	0	0.121523	0
5384	86.9112	0.241806	36.6581	0.55625	1	22.2036	1	0.0645683	0
5385	239.56	0.257868	25.2376	0.216454	0	14.349	2	0.0580789	7477.38
5386	51.863	0.234551	39.5418	0.348478	1	15.0996	1	0.0631503	0
5387	216.572	0.942558	22.4055	0.569162	0	16.7292	0	0.08542	333.186
5388	233.396	0.499566	31.8876	0.342731	1	6.58184	2	0.242294	4987.38
5389	102.751	0.546894	32.1513	0.471311	1	14.2469	2	0.17187	0
5390	66.8958	0.60894	33.7481	0.335698	0	9.39779	0	0.216497	0
5391	221.437	0.230843	39.7067	0.527341	1	13.2551	1	0.164195	0
5392	14.1911	0.606222	37.8978	0.547464	0	14.7278	1	0.195443	0
5393	4.32275	0.445146	36.4953	0.474763	0	9.07179	2	0.179652	3642.77
5394	108.219	0.508542	38.0361	0.401463	1	7.37853	0	0.209137	0
5395	238.403	0.442192	29.2882	0.415493	0	11.4305	2	0.230936	5758.98
5396	80.4098	0.748237	25.5161	0.434898	1	16.0071	1	0.166371	0
5397	210.078	0.919076	34.3003	0.516324	1	21.4053	0	0.116711	0
5398	181.482	0.022951	37.5668	0.259041	0	15.2108	0	0.146045	14631.4
5399	245.392	0.26153	22.5407	0.519853	0	14.216	1	0.222379	93699.3
5400	41.0018	0.201732	24.2874	0.308568	1	6.65895	2	0.185776	128470
5401	143.751	0.263304	29.9552	0.42134	1	10.8896	1	0.186634	35969.1
5402	169.621	0.161708	36.0467	0.520897	0	5.07043	0	0.0564624	12985.4
5403	152.309	0.825625	36.2511	0.577117	0	24.0366	2	0.0641647	0
5404	157.257	0.430396	21.8458	0.457177	1	16.0894	2	0.161817	127181
5405	147.32	0.115734	29.3396	0.553143	0	13.5846	0	0.184569	0
5406	146.833	0.806469	21.9701	0.372603	1	19.3565	1	0.136597	124.762
5407	46.2742	0.169467	24.8279	0.519198	0	23.9215	2	0.218686	29.0251
5408	195.764	0.847219	35.2639	0.561231	1	6.21896	0	0.217811	0
5409	36.702	0.836142	29.2311	0.236248	0	24.8339	1	0.147338	4287.59
5410	161.482	0.7253	29.3474	0.411203	1	16.6922	0	0.160149	0
5411	160.754	0.401218	27.2239	0.423479	1	11.5072	1	0.193882	48713.9
5412	19.1636	0.831257	29.5244	0.563138	0	24.3403	2	0.075166	0
5413	74.1589	0.648692	21.8082	0.545327	1	13.9109	1	0.0596441	149423
5414	140.587	0.54595	34.8047	0.406591	0	8.67943	2	0.23698	4430.95
5415	127.895	0.200819	28.6831	0.307702	1	8.4877	0	0.203538	110.368
5416	178.79	0.0583379	35.8451	0.300506	0	11.2062	1	0.135441	0
5417	183.247	0.614092	36.4484	0.405506	1	11.8246	2	0.143021	0
5418	72.0533	0.334284	31.8169	0.584564	0	11.146	0	0.247757	0
5419	133.218	0.873837	32.2741	0.33353	0	19.423	0	0.112036	0
5420	92.8443	0.0938142	35.9639	0.597794	1	20.8999	2	0.210261	0
5421	234.285	0.988444	29.551	0.388705	1	11.2499	1	0.124292	162184
5422	197.045	0.28379	35.6676	0.431163	0	9.28621	0	0.229553	0
5423	236.893	0.900999	23.8683	0.463547	1	20.4892	1	0.214315	65.2213
5424	61.0847	0.86991	39.6413	0.374898	0	24.9877	2	0.0955433	0
5425	140.234	0.419476	22.9054	0.241812	1	15.0334	1	0.0748694	12384.7
5426	0.970961	0.608032	25.0586	0.421509	0	22.1733	2	0.0811582	113.487
5427	223.424	0.677128	38.0855	0.217582	0	14.3806	0	0.133882	10.5246
5428	39.5415	0.767314	38.3294	0.351734	1	6.30393	1	0.199527	154058
5429	88.9839	0.681665	23.0944	0.379119	1	18.6563	2	0.0560553	193.601
5430	78.4048	0.0281097	24.3108	0.442328	0	18.4461	0	0.0593858	7588.25
5431	100.91	0.680597	32.9041	0.534176	1	23.6075	1	0.190633	0
5432	231.984	0.0824252	38.6333	0.272482	0	14.2831	2	0.0531557	0
5433	62.4526	0.358844	20.0855	0.401788	1	20.6105	0	0.110437	487.594
5434	79.6075	0.362982	27.6302	0.333702	0	17.263	0	0.104508	153.023
5435	219.13	0.263193	29.1717	0.234103	1	12.3198	2	0.248742	4904.2
5436	0.723034	0.0790554	33.3745	0.402834	0	15.8871	1	0.128595	0
5437	106.611	0.345087	32.3094	0.478704	1	6.87648	0	0.185064	0
5438	130.351	0.944163	20.388	0.472216	0	18.9348	1	0.210591	199097
5439	130.315	0.796611	27.8363	0.509282	0	21.7882	2	0.248997	0
5440	160.005	0.254977	25.6087	0.539834	1	17.6028	1	0.145528	2.11793
5441	22.4401	0.0512971	35.7682	0.450017	0	19.0069	2	0.222099	0
5442	100.863	0.486209	37.2232	0.449493	1	12.836	0	0.133724	0
5443	139.531	0.180626	27.991	0.412465	0	6.21216	1	0.194743	160425
5444	120.841	0.44272	38.919	0.551689	1	19.0139	0	0.159296	0
5445	205.075	0.253269	38.3513	0.395531	0	18.1274	2	0.232251	0
5446	131.869	0.986949	21.1766	0.202124	1	15.7263	2	0.0674445	213763
5447	116.344	0.857688	34.5909	0.456807	1	15.2062	1	0.0734421	0
5448	172.489	0.651337	36.833	0.493182	0	18.1376	0	0.13271	0
5449	176.617	0.219327	33.3215	0.471504	1	18.4611	1	0.161013	0
5450	71.1243	0.913814	36.946	0.403448	0	6.75551	2	0.177082	114330
5451	139.751	0.888018	34.1118	0.483481	1	21.4092	0	0.230774	0
5452	92.0462	0.448826	29.4453	0.263032	0	15.8617	2	0.216786	4570.85
5453	28.26	0.411911	30.1842	0.526043	0	23.6696	0	0.138031	0
5454	118.267	0.250403	38.0926	0.390591	1	17.3726	1	0.145776	0
5455	247.525	0.660392	20.7588	0.446894	0	18.4739	1	0.180685	168514
5456	206.696	0.125359	36.177	0.231339	1	7.3985	2	0.0801935	3205.51
5457	10.4635	0.437143	37.0198	0.550071	1	7.20199	0	0.133446	0
5458	5.8849	0.832243	24.9057	0.576685	0	17.7655	0	0.249208	33.569
5459	71.3782	0.281816	35.315	0.343852	1	11.6718	2	0.0632131	0
5460	124.597	0.970309	25.1832	0.326976	0	16.5291	1	0.244198	177103
5461	52.0935	0.268077	32.2671	0.392623	1	23.5534	2	0.138259	0
5462	91.5609	0.231132	29.8824	0.480774	0	21.962	1	0.150751	0
5463	165.282	0.218238	21.5051	0.530354	1	8.34594	0	0.162518	1100.73
5464	190.708	0.464585	33.0543	0.408038	0	19.2642	2	0.153994	0
5465	223.037	0.178312	32.8688	0.436077	1	9.43295	0	0.0932159	0
5466	170.993	0.105547	39.8845	0.268876	0	13.1655	1	0.131696	0
5467	194.121	0.638596	26.7955	0.443563	1	8.50494	1	0.129767	61675.1
5468	239.318	0.558533	26.1018	0.230338	0	8.71035	2	0.247719	82575.4
5469	102.557	0.0711116	30.821	0.454539	0	10.911	0	0.0731937	0
5470	41.1647	0.712907	32.7752	0.534989	1	15.4337	2	0.128905	0
5471	198.088	0.277768	28.4563	0.311689	1	17.3334	0	0.134295	2.10554
5472	98.8234	0.625251	29.0438	0.318926	0	5.02764	1	0.0656188	126868
5473	1.29944	0.987109	23.9305	0.50714	0	13.4265	0	0.0860922	171603
5474	215.64	0.507735	32.5586	0.33912	1	19.3741	1	0.156086	0
5475	226.472	0.053965	27.4794	0.321597	0	13.6846	2	0.126387	0
5476	244.62	0.313426	35.9387	0.497448	1	18.8283	0	0.0830876	0
5477	60.4212	0.584989	35.1721	0.535514	1	14.7645	1	0.0753872	0
5478	183.3	0.20435	23.8889	0.488402	0	7.01951	2	0.167049	110343
5479	83.9608	0.877471	28.5399	0.302972	0	21.2822	1	0.246838	9567.87
5480	211.256	0.939863	37.18	0.419742	1	10.2604	2	0.201309	0
5481	228.641	0.0753261	22.6183	0.236227	0	24.6644	0	0.182151	4575.14
5482	56.8571	0.337403	30.9501	0.413523	1	14.8952	1	0.101663	0
5483	10.3141	0.134485	23.94	0.317917	1	14.8599	2	0.146479	9577.45
5484	210.532	0.407152	23.5327	0.31844	0	8.72619	0	0.0506672	11674.7
5485	240.271	0.773216	35.3095	0.476648	0	18.2892	0	0.0678009	0
5486	181.228	0.127957	37.2667	0.202174	1	7.10336	2	0.111316	2855.17
5487	51.2656	0.589247	25.6471	0.252471	1	11.7406	1	0.0598655	6947.13
5488	54.6336	0.296392	31.4485	0.242529	0	8.99823	2	0.204879	3880.1
5489	72.7824	0.151709	39.6912	0.442873	0	7.09232	0	0.178509	0
5490	130.449	0.589863	24.0513	0.290936	1	22.6	1	0.247574	24471.9
5491	7.75069	0.661596	28.4692	0.523091	0	24.371	2	0.211853	0
5492	71.5981	0.708834	37.2487	0.315773	1	10.2344	0	0.174029	0
5493	217.439	0.492662	33.1919	0.21796	1	5.22121	1	0.129705	168497
5494	67.2466	0.393519	23.8112	0.320375	0	10.4009	0	0.0958047	724.121
5495	133.836	0.190464	24.012	0.513896	0	18.4004	2	0.245896	109.889
5496	192.445	0.562656	33.6745	0.275931	1	12.7002	1	0.20447	9784.92
5497	228.686	0.198595	20.4469	0.458296	0	6.04961	1	0.23377	202827
5498	55.4522	0.742755	20.5645	0.204544	1	5.58785	2	0.227668	218865
5499	192.722	0.779514	24.3756	0.576361	0	11.8797	0	0.243032	20.8604
5500	188.366	0.228992	35.3578	0.442906	1	19.36	1	0.222193	0
5501	108.919	0.649589	30.9101	0.479859	1	23.6095	0	0.107134	0
5502	38.3382	0.798788	35.5676	0.514808	0	16.8325	2	0.0847379	0
5503	172.973	0.550504	33.214	0.368509	1	22.6346	1	0.130591	0
5504	119.083	0.376758	35.1479	0.310264	0	15.0458	2	0.10234	0
5505	130.008	0.093939	25.4467	0.247413	1	19.0592	0	0.07462	960.1
5506	100.1	0.337732	21.1605	0.515428	0	23.8071	1	0.236447	96674.3
5507	191.568	0.724229	35.8114	0.273209	1	19.5494	2	0.158024	0
5508	165.759	0.502962	37.2286	0.390428	0	21.9551	0	0.0927257	0
5509	235.194	0.260998	24.6496	0.570387	0	21.7954	2	0.0514284	8.99024
5510	31.958	0.45768	21.7797	0.40104	1	5.99056	0	0.136486	185041
5511	161.747	0.170553	28.0239	0.400599	0	9.57149	1	0.0510795	5810.33
5512	121.3	0.485352	29.7528	0.303737	1	12.7714	2	0.0547129	4187.02
5513	104.848	0.61375	21.7897	0.529997	1	15.085	1	0.190453	103541
5514	198.074	0.777115	23.0442	0.299704	0	14.868	0	0.159744	441.829
5515	19.1322	0.11345	20.99	0.543053	1	5.30605	1	0.0785537	204868
5516	84.4892	0.289866	36.1693	0.402144	0	20.549	0	0.101729	0
5517	111.22	0.464172	24.9434	0.551435	0	8.51175	2	0.229414	98704.2
5518	118.085	0.0918447	31.8075	0.367352	1	23.7741	0	0.0725493	0
5519	141.514	0.029951	26.129	0.381897	1	15.0521	1	0.211706	0
5520	9.02896	0.316926	31.6072	0.25971	0	10.367	2	0.0982051	3736.1
5521	63.2702	0.490527	36.5848	0.260866	1	20.3528	1	0.0894464	67.2731
5522	223.773	0.1099	38.4682	0.527749	0	18.5625	2	0.0906565	0
5523	42.3484	0.498078	34.5968	0.475106	1	19.9002	0	0.232737	0
5524	155.809	0.226729	25.4625	0.390668	0	16.4302	1	0.153916	0
5525	17.7882	0.395429	23.1204	0.289625	0	13.5999	2	0.18361	11637.7
5526	211.347	0.13777	27.3668	0.550147	1	23.8488	0	0.232994	0
5527	113.957	0.116017	32.6545	0.552761	1	7.96396	2	0.0648998	5020.32
5528	71.7137	0.371333	25.8322	0.399973	0	16.5654	0	0.216885	0.301943
5529	34.6419	0.665957	36.4747	0.59594	0	6.1416	1	0.0713459	4647.31
5530	140.351	0.781503	22.2836	0.226435	1	24.6308	2	0.161564	160866
5531	36.3862	0.770343	20.3311	0.386206	1	20.585	1	0.226966	205517
5532	192.95	0.31155	34.5462	0.364157	0	23.7414	0	0.0708008	0
5533	227.752	0.149591	36.7168	0.555141	1	16.7771	2	0.0831587	0
5534	191.282	0.930258	37.2542	0.489431	0	6.64891	0	0.128427	0
5535	220.222	0.300908	21.382	0.560524	0	5.20556	1	0.0733425	190016
5536	12.8935	0.254764	31.7855	0.376705	1	17.2122	2	0.214137	0
5537	98.5539	0.1751	35.0638	0.405732	0	23.9783	0	0.108585	0
5538	29.9808	0.623937	36.0746	0.410298	1	19.7494	1	0.157517	0
5539	183.716	0.900546	25.5322	0.324651	0	14.3137	0	0.219979	78.9752
5540	103.643	0.966114	37.4121	0.498193	1	6.9392	1	0.0538107	124540
5541	53.7341	0.116271	33.1836	0.258023	1	20.4322	2	0.169476	264.353
5542	22.3743	0.979963	21.4537	0.356937	0	21.8256	0	0.0578016	190691
5543	95.5836	0.27394	21.691	0.211037	1	20.5193	2	0.153425	100509
5544	51.3052	0.458254	21.0347	0.446377	0	10.394	1	0.207175	168216
5545	246.655	0.732619	34.3294	0.480033	1	13.3329	1	0.0517865	0
5546	148.643	0.247451	30.3086	0.435584	0	7.89128	2	0.122293	5633.87
5547	226.197	0.762171	28.9782	0.583106	1	5.49905	0	0.197169	124314
5548	61.8501	0.537761	33.9465	0.208572	0	20.685	0	0.0758543	493.851
5549	201.498	0.0739786	29.3801	0.435626	1	11.6516	1	0.19549	32415
5550	5.2518	0.62565	21.6247	0.457475	0	19.7683	2	0.110415	140733
5551	189.528	0.183706	35.7769	0.554764	1	24.6748	0	0.143385	0
5552	121.443	0.210808	35.1743	0.572398	0	22.9438	2	0.0548882	0
5553	120.222	0.0249789	30.9345	0.46671	0	10.7705	1	0.189658	37351.3
5554	111.608	0.953951	22.8887	0.52885	1	21.325	1	0.14319	122.755
5555	115.504	0.573264	33.3641	0.232665	0	10.6327	2	0.238473	3494.75
5556	61.6291	0.957382	26.9031	0.327116	1	7.6904	0	0.102855	161725
5557	145.446	0.275245	23.4863	0.498796	1	20.5816	0	0.145645	91.3236
5558	77.4402	0.550335	25.1961	0.520829	0	23.8192	2	0.0968098	27.6984
5559	168.943	0.609921	33.1075	0.299764	1	18.4166	1	0.237856	91.948
5560	214.524	0.940045	28.6723	0.579215	0	11.0401	2	0.124597	133630
5561	214.308	0.51501	24.9157	0.57223	0	16.9997	1	0.0724676	5.2251
5562	203.976	0.891658	31.8237	0.344173	1	6.95884	0	0.0859966	1464.9
5563	160.472	0.170355	24.5641	0.422667	0	21.3163	1	0.0530731	33.8936
5564	9.13783	0.114055	36.4907	0.388581	1	12.6073	2	0.112934	0
5565	122.438	0.78097	25.3229	0.558412	1	24.0261	0	0.119501	8.04722
5566	73.5626	0.106462	31.7707	0.345538	0	14.7834	0	0.188187	0
5567	226.068	0.465495	37.0253	0.275879	0	19.9659	1	0.140576	0
5568	56.9641	0.263418	37.609	0.4462	1	19.5648	2	0.245748	0
5569	94.8837	0.705167	20.3201	0.325657	1	12.2746	2	0.238079	210883
5570	96.0953	0.1088	30.4505	0.43502	0	6.71445	0	0.175119	0
5571	71.9489	0.370054	38.688	0.440062	0	15.1764	1	0.165571	0
5572	245.095	0.666417	31.9328	0.325111	1	10.2921	0	0.0994862	0
5573	199.032	0.678928	27.4354	0.317028	0	16.5494	2	0.171392	10.0394
5574	122.318	0.636542	38.2151	0.427899	1	14.2159	1	0.240504	0
5575	24.642	0.748053	30.261	0.598316	0	23.5877	0	0.0990936	0
5576	173.613	0.915928	29.5806	0.284045	1	13.4217	2	0.116109	8883.18
5577	90.1553	0.0228607	37.9416	0.201456	1	8.12942	1	0.198173	114914
5578	41.0465	0.649851	35.8373	0.547171	0	23.7476	2	0.136611	0
5579	51.376	0.115114	28.5888	0.37651	1	10.1222	1	0.126829	5529.26
5580	158.962	0.826036	24.4154	0.440015	0	5.83458	0	0.0756226	166332
5581	243.576	0.742034	25.1646	0.275271	1	18.0814	0	0.0677045	295.442
5582	202.983	0.639591	21.0945	0.306361	0	17.2971	1	0.0658543	171497
5583	163.564	0.248568	22.4721	0.294787	1	9.08987	2	0.24849	151872
5584	84.6172	0.689147	25.2673	0.3224	0	18.3275	2	0.198975	7567.41
5585	212.381	0.731619	31.2707	0.338676	1	6.39739	0	0.0839641	2183.82
5586	177.247	0.746629	32.9983	0.567508	0	17.7623	1	0.173929	0
5587	153.156	0.245024	37.0473	0.368925	0	19.0842	2	0.225008	0
5588	90.0366	0.478141	24.4705	0.287709	1	11.0014	0	0.179077	849.993
5589	177.08	0.407731	30.5346	0.574225	1	11.0446	1	0.0917818	0
5590	65.5706	0.0675426	34.9469	0.236524	0	22.6517	0	0.0636268	247.029
5591	205.68	0.585888	34.8824	0.290529	0	20.5076	2	0.20336	0
5592	46.8454	0.0754409	22.3389	0.29293	1	17.8541	1	0.122098	27653.9
5593	105.929	0.832844	31.1072	0.438307	1	23.6755	2	0.20573	0
5594	0.671537	0.700505	21.2253	0.244668	0	7.66989	0	0.218204	163417
5595	118.042	0.357439	39.0055	0.373861	1	14.7519	1	0.111295	0
5596	154.363	0.293957	23.3851	0.418763	0	16.9574	0	0.208131	70.6735
5597	164.646	0.253615	31.2205	0.54801	0	22.5617	2	0.0509582	0
5598	215.154	0.40813	36.069	0.279783	1	14.4933	1	0.154709	0
5599	56.5041	0.340545	26.7369	0.328334	0	10.1133	1	0.0670994	6281.67
5600	8.30592	0.862263	30.5982	0.522955	1	24.706	0	0.198395	0
5601	239.83	0.69929	27.8657	0.2177	0	23.2881	2	0.182331	5095.77
5602	62.1437	0.937561	22.8853	0.431342	1	14.3759	2	0.151436	184509
5603	152.63	0.714642	31.8281	0.277864	1	15.9992	0	0.0900858	55.1831
5604	216.72	0.554784	36.7242	0.462773	0	5.51697	1	0.127073	140224
5605	109.943	0.500592	36.0962	0.304184	0	9.49392	0	0.0546137	0
5606	59.4978	0.911511	27.8015	0.591298	1	13.5821	2	0.197003	0
5607	236.165	0.690831	34.6192	0.285027	1	9.06658	1	0.0818811	3604.47
5608	14.157	0.966747	35.2422	0.24998	0	8.65997	1	0.11596	125090
5609	152.589	0.361857	25.7127	0.409852	1	15.8986	0	0.115093	0
5610	163.895	0.0924375	37.9835	0.431479	0	23.0516	2	0.222429	0
5611	80.5969	0.109027	28.7444	0.248916	0	21.7576	0	0.120028	657.173
5612	165.31	0.817291	38.6556	0.271238	1	15.9155	2	0.0531689	0
5613	201.545	0.841796	23.6043	0.451842	1	10.5441	1	0.177325	105939
5614	185.223	0.246919	23.1955	0.416534	0	6.81334	1	0.231952	173213
5615	209.107	0.731967	22.6438	0.555947	1	16.1883	2	0.153581	131582
5616	170.255	0.440102	38.7801	0.555839	0	16.0156	0	0.145893	0
5617	228.475	0.694536	35.3898	0.53764	1	10.477	0	0.0608343	883.8
5618	130.613	0.0295978	34.2886	0.583828	0	10.5621	2	0.12627	0
5619	15.1559	0.23539	34.0795	0.239456	1	11.728	1	0.230367	54130.7
5620	111.249	0.93804	37.0868	0.43527	0	18.8891	2	0.228996	0
5621	185.804	0.89634	26.1963	0.43345	0	18.4885	0	0.127559	5.65822
5622	54.7119	0.292723	29.9911	0.332933	1	10.017	1	0.125819	4660.47
5623	130.751	0.207454	35.5071	0.536447	0	21.4994	0	0.142292	0
5624	204.936	0.040063	20.3527	0.482857	1	23.725	1	0.0953038	317.498
5625	37.3599	0.280937	20.5302	0.486076	0	16.7363	2	0.200679	174239
5626	74.2729	0.975731	32.6857	0.418976	1	9.58434	0	0.158266	114019
5627	183.288	0.651503	28.1415	0.572283	0	5.88511	1	0.0570581	9368.93
5628	136.757	0.387598	30.3692	0.564374	1	10.3365	2	0.24883	5659.98
5629	79.1962	0.325796	30.1673	0.29381	1	20.5615	0	0.100699	205.526
5630	193.634	0.215076	37.552	0.212173	0	11.7336	1	0.197458	10266.4
5631	232.941	0.370183	30.9614	0.550231	1	18.2577	2	0.224603	0
5632	247.394	0.06523	33.0882	0.393516	0	23.479	2	0.238156	0
5633	151.978	0.240606	23.9525	0.277341	0	24.3421	0	0.0774887	757.531
5634	54.8033	0.0986338	38.2181	0.4254	1	10.2913	1	0.247127	80197.6
5635	136.048	0.773001	21.9798	0.293037	0	22.9179	0	0.249758	993.062
5636	46.119	0.720926	28.754	0.405009	1	18.021	1	0.230199	1.01466
5637	159.454	0.588899	39.8489	0.391697	1	15.7147	2	0.0512395	0
5638	83.1706	0.521195	38.6169	0.589046	0	6.7721	1	0.157755	104445
5639	88.4139	0.416592	27.7453	0.25747	0	23.8861	0	0.0909333	678.673
5640	128.036	0.116906	38.4795	0.320731	1	21.367	2	0.0931786	0
5641	184.872	0.404148	22.3764	0.547513	0	14.122	1	0.143978	66419.3
5642	40.9712	0.0772319	27.9895	0.516458	1	5.7667	2	0.241264	58398.2
5643	233.309	0.22113	25.0963	0.585522	1	21.4401	0	0.120616	0.131133
5644	82.7585	0.797251	29.0001	0.585817	0	5.12752	2	0.152533	142872
5645	238.959	0.399708	38.592	0.345001	1	16.971	1	0.187739	0
5646	195.914	0.89792	29.5006	0.470822	0	7.70697	0	0.183268	0
5647	154.123	0.784672	23.0201	0.447356	0	23.1329	0	0.100894	134.825
5648	116.116	0.765675	23.9185	0.525467	1	7.07687	1	0.220443	180139
5649	17.0756	0.510646	39.5164	0.319438	1	24.5897	2	0.0844369	0
5650	209.645	0.93721	21.3587	0.328229	0	6.26079	0	0.232182	189905
5651	101.984	0.588005	37.5183	0.243586	0	8.23254	2	0.0613067	2779.78
5652	204.726	0.161539	22.0455	0.419835	1	20.0744	1	0.232085	70393.5
5653	145.661	0.46805	21.4308	0.531743	1	20.7899	0	0.128523	213.881
5654	187.516	0.523841	28.3122	0.482308	0	8.72826	1	0.217219	111892
5655	132.171	0.589042	27.6675	0.295021	0	11.3455	2	0.0521343	5574.56
5656	189.688	0.972893	21.72	0.375159	1	11.9209	2	0.240159	199792
5657	131.396	0.901356	38.1319	0.227455	0	13.7381	1	0.179317	53.6689
5658	198.188	0.917683	34.8153	0.444458	1	21.1433	0	0.074405	0
5659	64.4059	0.868522	25.2853	0.514947	1	8.79433	2	0.124413	165103
5660	189.946	0.285101	23.8473	0.579059	0	24.4853	1	0.070667	39.1042
5661	232.405	0.277275	20.5499	0.382303	0	24.9385	0	0.217288	312.927
5662	59.3838	0.100503	38.0698	0.272457	1	21.5716	2	0.19785	5.70234
5663	82.1559	0.262045	24.2666	0.458363	0	22.4826	1	0.200123	8.50669
5664	155.447	0.154565	30.2071	0.394459	1	19.1439	0	0.102412	0
5665	95.7579	0.484746	28.9713	0.282729	1	15.0362	0	0.211004	322.473
5666	78.3166	0.109324	20.546	0.423671	0	19.4327	2	0.0923633	144772
5667	223.64	0.89934	20.2723	0.502454	0	24.177	1	0.0883678	307.544
5668	185.578	0.26968	24.0133	0.491486	1	12.7821	1	0.13884	23347
5669	81.1453	0.254546	23.8863	0.473867	0	18.1539	2	0.0941277	47.9366
5670	85.8539	0.842455	23.8644	0.249066	1	20.4486	0	0.0812775	1486.88
5671	218.104	0.539063	31.5958	0.41179	0	17.5626	0	0.162167	0
5672	10.2263	0.0474604	21.178	0.535274	1	21.0541	2	0.126934	204.605
5673	15.2708	0.16268	22.1413	0.506954	0	23.8803	1	0.220362	73.3399
5674	49.0992	0.902669	26.2176	0.582821	1	24.4683	0	0.23966	0
5675	218.248	0.403535	22.6124	0.537883	1	18.8866	1	0.155342	198.819
5676	141.656	0.706002	29.2171	0.51467	0	21.5064	2	0.208806	0
5677	67.6314	0.722329	24.843	0.25324	1	19.2919	0	0.0572012	1304.73
5678	113.635	0.208717	30.6686	0.414001	0	11.8142	1	0.238189	60705.7
5679	197.87	0.502269	28.4915	0.249593	1	6.9934	2	0.184419	5301.2
5680	238.164	0.848879	29.1899	0.361879	0	12.2867	2	0.245245	6286.49
5681	31.0052	0.0656235	30.6767	0.259971	1	6.72079	1	0.125272	113393
5682	150.452	0.119958	39.2396	0.409821	0	9.39037	0	0.109998	0
5683	99.4735	0.402614	21.1829	0.302057	1	21.4707	0	0.161343	1280.24
5684	172.002	0.250885	23.2186	0.55162	0	20.759	1	0.0853562	80.0457
5685	78.6981	0.83302	39.9722	0.277086	1	6.39588	2	0.19458	52641.6
5686	18.1631	0.0324121	21.8487	0.268992	0	12.6791	1	0.244258	140281
5687	8.88627	0.103974	38.5487	0.578387	0	7.85803	0	0.135403	0
