Simulation	"Annual financial bail-out"	Attention rate for planning new infrastructure	Default infrastructure aging time	Maximum capacity exceeding	Percentage of income used for maintenance	Staff Hired	Staff required for tankers	Staff service time	switch policy staff attention	Target percentage infrastructure maintenance	householdshortage
1276	90.2528	0.662674	35.0728	0.120439	0.405451	8	0	18.7851	1	0.11425	0
1277	185.342	0.555161	20.542	0.20524	0.360973	2	0	5.51697	0	0.105461	-1.29807e+033
1278	37.0157	0.408257	27.1828	0.376358	0.514891	0	1	18.3251	2	0.0766436	202755
1279	74.6471	0.536465	35.6487	0.37351	0.289658	19	1	18.2577	2	0.150608	0
1280	104.721	0.200978	24.4555	0.321617	0.349984	24	0	13.4724	1	0.0838293	0
1281	8.66849	0.874729	38.3634	0.277911	0.493385	1	1	9.08987	0	0.106083	153173
1282	0.0935204	0.127146	34.9763	0.00201943	0.498971	4	0	18.538	1	0.146178	3450.27
1283	136.763	0.977396	20.9851	0.176717	0.564078	25	0	24.5368	0	0.22972	30.2495
1284	6.87338	0.138632	39.3024	0.331551	0.293115	3	1	5.438	2	0.245788	50327.1
1285	186.447	0.54019	35.4571	0.290847	0.289122	16	0	5.29113	0	0.200328	0
1286	231.499	0.831245	28.1692	0.409427	0.226435	10	1	5.92663	1	0.101402	128547
1287	214.327	0.0659835	36.21	0.226994	0.353802	22	1	14.483	2	0.0663747	0
1288	44.1129	0.517978	26.3974	0.0432644	0.577692	23	0	20.2932	2	0.154784	1723.55
1289	116.873	0.368578	25.8655	0.0674491	0.545934	17	1	7.30685	0	0.236725	1151.61
1290	183.882	0.030079	30.1972	0.106952	0.584206	20	0	6.29946	1	0.128529	177.788
1291	68.6443	0.625585	29.301	0.412524	0.266786	18	0	13.9682	2	0.248641	0
1292	42.5262	0.614252	26.9344	0.00976415	0.519109	14	1	13.7128	1	0.178285	2874.86
1293	175.792	0.0516164	34.9945	0.0245966	0.522471	5	0	21.5064	0	0.212658	3002.19
1294	109.335	0.304723	21.6477	0.15344	0.358908	7	1	12.2204	1	0.118239	375.807
1295	228.953	0.530736	29.6272	0.454251	0.39759	6	1	15.0927	2	0.120401	0
1296	104.694	0.121494	26.7093	0.158944	0.412248	21	0	10.5277	0	0.206655	0
1297	206.538	0.373796	37.8118	0.455364	0.278805	13	0	5.88511	0	0.171474	0
1298	71.6241	0.155677	26.1627	0.034628	0.513037	11	1	18.9939	1	0.153834	1996.69
1299	246.14	0.829725	34.4953	0.0733208	0.294065	15	0	18.4987	2	0.077683	968.257
1300	233.46	0.573112	35.4962	0.153503	0.231166	12	1	21.0903	2	0.101589	2.89084
1301	248.357	0.943371	25.4889	0.0501353	0.333027	3	0	13.5423	1	0.108186	157236
1302	38.3173	0.664519	37.7369	0.0964909	0.370643	20	1	11.1344	0	0.172873	357.944
1303	248.142	0.206353	38.0617	0.379863	0.209369	17	0	6.13623	0	0.0981745	0
1304	65.6976	0.377247	32.2737	0.068639	0.541639	4	1	21.3966	2	0.241145	783.445
1305	36.7946	0.261365	32.3379	0.303077	0.323816	16	1	18.1687	1	0.249674	0
1306	166.734	0.210435	37.9846	0.390738	0.222488	22	0	20.9736	0	0.156594	0
1307	147.155	0.353731	20.0151	0.281988	0.355675	9	0	10.9506	1	0.189478	0
1308	219.056	0.656011	26.2511	0.413172	0.588144	25	1	10.8835	2	0.0798289	0
1309	183.715	0.136092	32.9351	0.0141686	0.417408	11	0	7.31282	2	0.076142	2355.66
1310	207.183	0.746026	30.8901	0.201915	0.518952	10	1	23.6565	0	0.240075	0
1311	30.5449	0.376339	21.3135	0.189957	0.442554	1	0	5.58547	1	0.0973119	-1.29807e+033
1312	173.276	0.180413	36.1247	0.235291	0.452528	21	1	11.0485	0	0.124104	0
1313	176.131	0.27674	37.4209	0.0083999	0.391628	8	1	5.92877	2	0.178059	2711.58
1314	27.0206	0.0463901	27.11	0.393727	0.346795	7	0	24.1427	1	0.139724	0
1315	247.716	0.764543	31.5261	0.267674	0.22767	18	1	12.0944	2	0.1065	0
1316	194.209	0.277309	35.7917	0.153592	0.418542	24	0	24.4683	0	0.213872	0
1317	249.653	0.724698	25.0839	0.352561	0.509616	23	0	20.8999	1	0.15342	0
1318	94.52	0.723358	37.9126	0.107361	0.53568	13	1	5.90453	2	0.192846	15.0099
1319	18.5111	0.896235	28.5608	0.445981	0.570974	19	1	6.32875	1	0.215387	0
1320	91.8143	0.138496	25.8913	0.371892	0.572734	2	0	17.7534	0	0.17912	164807
1321	198.204	0.20242	20.853	0.441067	0.424899	15	1	10.5113	0	0.0964555	0
1322	118.817	0.523728	28.5462	0.447296	0.579215	5	0	8.11767	1	0.056861	25587.4
1323	102.699	0.391912	37.6026	0.492759	0.426183	6	0	11.866	2	0.171519	0
1324	94.9487	0.147136	38.7918	0.113326	0.435506	12	1	17.0122	1	0.0666283	0
1325	210.574	0.254809	35.4537	0.13842	0.432397	14	0	13.4869	2	0.168811	0
1326	96.9735	0.360914	26.5817	0.221628	0.302462	0	1	19.5773	0	0.0904519	197334
1327	55.7602	0.276789	36.5791	0.478126	0.486801	25	1	14.8802	2	0.0544848	0
1328	12.1032	0.782379	29.4334	0.355218	0.514336	0	0	6.18782	1	0.249789	201896
1329	187.377	0.94103	23.4079	0.0344407	0.539772	21	0	17.7583	0	0.237488	2153.26
1330	71.9165	0.449531	34.243	0.0158711	0.462562	23	1	12.8107	2	0.0910125	2350.54
1331	101.133	0.064194	20.2166	0.281334	0.375537	3	1	17.0654	1	0.197171	-1.29807e+033
1332	17.0235	0.355375	34.0703	0.0638863	0.523183	12	0	9.14035	0	0.181323	696.056
1333	217.032	0.462441	38.3211	0.393529	0.358615	2	0	8.93605	1	0.169479	156705
1334	196.452	0.159976	36.8276	0.113591	0.572398	14	1	23.8753	2	0.243753	0
1335	247.543	0.661286	29.5859	0.183431	0.427585	9	0	22.217	0	0.186672	0
1336	100.951	0.913158	22.33	0.312996	0.450056	7	1	8.32044	1	0.169431	-1.29807e+033
1337	143.002	0.156679	21.7531	0.380525	0.292351	11	1	17.267	0	0.0596679	0
1338	72.2341	0.118354	23.3856	0.0536314	0.450675	20	0	11.3525	2	0.0877755	1799.32
1339	188.796	0.067758	28.8336	0.323014	0.427361	18	0	6.00561	2	0.201686	0
1340	49.4389	0.603038	39.9871	0.398934	0.369848	4	1	16.0367	1	0.172881	0
1341	175.201	0.612326	38.2316	0.286648	0.220519	19	0	16.1812	0	0.23131	0
1342	224.525	0.686794	37.4584	0.484485	0.342933	16	1	16.6463	1	0.134809	0
1343	248.39	0.955386	23.1449	0.0765172	0.272905	24	1	12.3233	0	0.0841217	2060.5
1344	35.676	0.0385861	35.7083	0.112539	0.507288	17	0	15.0095	2	0.200279	0
1345	86.4511	0.0802102	37.2345	0.314895	0.277589	5	1	21.6041	0	0.167466	0
1346	9.86749	0.616146	37.1247	0.0510701	0.461194	10	0	7.80446	2	0.158845	1174.75
1347	197.021	0.765398	24.7165	0.307094	0.581331	22	1	14.0338	1	0.172737	0
1348	52.3816	0.642061	26.7826	0.076252	0.342307	13	0	20.363	1	0.190695	1752.5
1349	110.705	0.872235	34.814	0.0361733	0.40758	15	1	17.0025	2	0.236572	1731.22
1350	160.167	0.968053	36.3378	0.181082	0.205655	8	0	23.0183	0	0.0814244	0
1351	62.803	0.782938	29.0223	0.0904046	0.507665	1	0	6.23377	2	0.122029	169086
1352	81.6958	0.910458	23.013	0.284555	0.466506	6	1	8.73092	0	0.0623493	-1.29807e+033
1353	175.052	0.628906	22.4313	0.203593	0.263109	2	1	13.9661	1	0.0945096	214146
1354	50.4582	0.576976	22.0577	0.0934381	0.537929	9	0	13.3354	2	0.192557	980.958
1355	42.7829	0.375524	23.8783	0.173704	0.374115	11	1	15.2299	1	0.112051	73.426
1356	177.524	0.0567407	22.7838	0.00338708	0.279395	8	0	19.8933	0	0.232884	8390.29
1357	220.845	0.185837	36.0691	0.445613	0.377201	21	0	5.46984	2	0.0634487	0
1358	226.539	0.273141	29.3338	0.212014	0.232729	18	1	9.05728	1	0.178377	0
1359	113.774	0.759195	27.7888	0.26771	0.482343	4	0	20.1694	0	0.154744	0
1360	211.216	0.485752	27.0697	0.0330788	0.576876	12	1	7.07801	0	0.118715	1898.47
1361	95.2473	0.604778	20.6361	0.0534622	0.34439	10	1	20.6397	2	0.200435	3063.05
1362	210.971	0.128684	27.8383	0.306259	0.264418	19	0	18.7543	1	0.0833338	0
1363	161.255	0.304838	39.4392	0.381648	0.311926	20	1	21.9414	0	0.0835263	0
1364	209.185	0.328929	27.6784	0.177806	0.464366	7	0	21.3924	2	0.177746	0
1365	124.965	0.75766	30.3281	0.0819877	0.434641	0	0	21.7444	1	0.191182	175129
1366	210.279	0.202041	26.519	0.218559	0.431342	22	1	18.8203	0	0.106663	0
1367	118.658	0.895881	35.2613	0.35726	0.504469	14	1	13.3613	1	0.170523	0
1368	222.887	0.0697146	35.5633	0.467658	0.568039	5	0	24.192	2	0.0631032	0
1369	230.531	0.457273	24.704	0.386447	0.505443	1	1	5.054	0	0.190243	-1.29807e+033
1370	87.6163	0.479218	22.7178	0.291173	0.453808	16	0	23.276	2	0.0989154	0
1371	55.4341	0.673511	35.133	0.263583	0.4959	3	1	13.3329	1	0.143308	66239.3
1372	87.75	0.134004	35.9523	0.128961	0.599562	17	0	20.5558	1	0.143911	0
1373	65.362	0.331441	26.8603	0.245553	0.410925	6	1	11.9713	0	0.0529522	0
1374	225.352	0.326036	26.2038	0.136179	0.470038	25	0	21.4684	2	0.217627	70.8668
1375	158.669	0.463532	31.8097	0.314748	0.304066	15	1	5.95248	1	0.0986739	0
1376	82.5764	0.227328	26.1618	0.214305	0.55611	13	0	17.1753	2	0.245322	0
1377	69.2463	0.712581	25.4132	0.197419	0.263741	23	0	10.9143	0	0.0841121	404.797
1378	249.582	0.210901	33.8685	0.254257	0.407994	24	1	23.0575	0	0.186955	0
1379	39.6022	0.0827395	24.8561	0.484242	0.365028	14	1	7.94802	2	0.193367	0
1380	141.952	0.243905	36.1929	0.0758576	0.303001	18	0	24.6942	1	0.0928038	1006
1381	219.357	0.238315	36.4575	0.405771	0.317068	12	1	18.4964	0	0.237791	0
1382	70.1824	0.178613	34.788	0.322915	0.527582	0	0	17.5946	2	0.185518	142620
1383	193.48	0.146181	27.3587	0.131627	0.548491	24	0	11.1707	1	0.245401	47.9567
1384	5.93266	0.925287	23.0383	0.138677	0.205422	8	1	15.0334	2	0.178242	158377
1385	145.84	0.788248	28.2007	0.37377	0.395983	7	1	19.8672	0	0.183773	0
1386	153.198	0.30961	38.056	0.0247891	0.215398	5	0	9.68971	1	0.186635	58183.2
1387	12.8927	0.665446	37.5353	0.00075222	0.204544	17	1	24.3421	1	0.10453	5157.5
1388	18.2033	0.370209	33.3554	0.262564	0.430602	19	0	21.6414	0	0.099379	0
1389	25.9639	0.0264864	21.9647	0.270426	0.365679	9	1	16.0555	2	0.195782	0
1390	135.834	0.104238	24.5188	0.119193	0.462496	25	0	23.2938	0	0.181762	375.486
1391	2.68521	0.510586	24.1031	0.397246	0.510177	10	1	11.9607	1	0.157409	0
1392	233.802	0.41005	30.2812	0.334598	0.469109	3	0	7.5759	2	0.0821049	123554
1393	52.9445	0.165589	26.3942	0.0246368	0.591408	16	0	15.9586	0	0.236138	2250.94
1394	224.052	0.106455	33.7969	0.220677	0.39652	20	1	23.582	2	0.150508	0
1395	150.812	0.752766	22.8807	0.458194	0.464935	11	1	16.8401	1	0.233902	0
1396	165.354	0.361117	39.9598	0.321902	0.476463	2	0	19.035	0	0.236243	0
1397	88.1813	0.168905	22.822	0.294994	0.290987	22	0	18.8262	2	0.191068	0
1398	138.384	0.718126	23.6586	0.119593	0.325502	15	1	17.2768	1	0.102111	882.815
1399	213.422	0.94823	33.8068	0.0182704	0.548296	6	1	11.835	1	0.0808556	2019.62
1400	194.982	0.946884	35.2847	0.286319	0.326266	4	0	6.99617	0	0.0893129	140326
1401	153.608	0.688887	20.8094	0.13899	0.493605	21	0	19.1261	2	0.153412	408.306
1402	165.89	0.697224	39.6369	0.34799	0.439374	13	1	21.9059	2	0.244505	0
1403	83.9191	0.379346	21.2839	0.188531	0.353843	23	1	6.16479	0	0.213677	172.153
1404	166.812	0.591	23.4635	0.443711	0.56266	1	0	14.5384	1	0.136216	-1.29807e+033
1405	92.6379	0.176592	34.0496	0.2602	0.561566	23	0	12.7817	2	0.142592	0
1406	238.396	0.911395	29.2196	0.00189556	0.402403	21	1	19.1601	0	0.076961	3407.79
1407	161.999	0.0422015	33.7518	0.403307	0.365548	25	1	14.6499	1	0.228003	0
1408	223.588	0.358842	37.8793	0.429516	0.375457	2	0	12.9586	2	0.10659	927.36
1409	71.5504	0.933338	33.4942	0.267975	0.249888	0	1	24.3017	1	0.155822	181859
1410	198.487	0.84592	23.4397	0.0673215	0.282126	8	0	7.13046	0	0.249631	2373.67
1411	51.3265	0.107865	27.0618	0.372019	0.568533	9	1	16.8449	2	0.191569	0
1412	146.853	0.637457	23.2315	0.121529	0.323242	10	0	15.5977	0	0.137465	884.203
1413	87.0335	0.837004	27.547	0.0918963	0.383935	13	0	14.5936	1	0.0776519	813.374
1414	13.5572	0.478105	38.1629	0.212457	0.224434	20	1	20.5981	0	0.155285	0
1415	242.6	0.466303	32.1857	0.190614	0.370988	18	0	11.1204	1	0.170239	0
1416	79.5984	0.556356	27.0777	0.0983283	0.471787	11	1	20.3472	2	0.227285	436.373
1417	233.195	0.0537194	27.9897	0.214416	0.558303	14	0	7.68508	2	0.0833512	0
1418	10.416	0.843268	33.8766	0.468613	0.560049	5	1	16.7783	1	0.204612	0
1419	201.981	0.312252	28.4666	0.169399	0.463765	19	1	15.8054	0	0.127978	0
1420	200.685	0.689143	36.0188	0.211486	0.432125	16	0	11.8425	2	0.216564	0
1421	99.3847	0.643358	25.9311	0.373818	0.290052	1	1	24.4101	0	0.212088	203297
1422	11.3527	0.685711	24.5461	0.119206	0.443817	6	0	20.7422	1	0.161224	426.812
1423	30.4611	0.0874073	37.2001	0.0208096	0.22735	4	0	9.39037	2	0.0615991	6278.81
1424	18.5424	0.0741161	25.59	0.199158	0.392053	17	1	20.4874	0	0.0756261	0
1425	9.0064	0.355073	25.6366	0.199797	0.493082	12	1	21.9018	1	0.202704	0
1426	237.618	0.819505	30.6746	0.461565	0.403769	22	0	14.557	0	0.183436	0
1427	215.259	0.25793	25.9581	0.294551	0.467695	24	1	6.20755	1	0.0654608	0
1428	233.15	0.457141	35.0277	0.359757	0.443644	15	0	16.3029	2	0.206199	0
1429	12.4203	0.893951	39.119	0.280931	0.406997	7	0	23.9834	2	0.0753338	0
1430	68.7578	0.730513	22.6684	0.147132	0.234264	3	1	17.0087	0	0.116189	3727.28
1431	157.911	0.0457305	29.7624	0.218407	0.439733	16	1	14.004	1	0.233085	0
1432	134.926	0.237849	31.6292	0.230843	0.515866	20	0	14.6178	2	0.160532	0
1433	203.985	0.727392	34.9601	0.146961	0.497774	1	0	15.9684	1	0.102401	158421
1434	181.958	0.689929	34.4515	0.282559	0.400099	14	1	15.1944	0	0.152711	0
1435	161.684	0.353807	20.8355	0.146393	0.360531	13	1	23.4923	2	0.0517339	311.807
1436	46.4746	0.427046	39.9799	0.476229	0.226965	12	0	10.6527	0	0.0657464	0
1437	211.081	0.0313223	23.7464	0.364027	0.326083	2	1	9.2777	1	0.156242	-1.29807e+033
1438	28.6824	0.405341	37.5888	0.472344	0.539414	17	0	15.4152	1	0.235036	0
1439	74.6568	0.0896555	23.7938	0.361635	0.233013	3	1	18.7058	0	0.158812	-1.29807e+033
1440	5.61514	0.844615	32.0424	0.382027	0.279107	23	0	6.95037	2	0.136116	0
1441	96.3552	0.728655	25.3865	0.0175787	0.297074	11	1	17.4259	2	0.108447	4004.51
1442	47.8477	0.753126	29.0679	0.16231	0.390533	25	0	18.5704	0	0.170207	0
1443	60.7744	0.712505	28.9471	0.0755319	0.254603	9	1	20.3443	1	0.213948	2221.76
1444	13.8527	0.126656	26.3901	0.0201974	0.292807	21	0	14.3641	2	0.174421	4148.16
1445	121.343	0.698088	22.0149	0.0240743	0.341896	10	0	18.2252	1	0.11712	3689.05
1446	26.3365	0.102978	26.8856	0.208328	0.413407	8	1	11.5301	0	0.237057	0
1447	70.921	0.484027	35.3464	0.368802	0.397203	5	0	7.05534	1	0.181122	113979
1448	222.861	0.0501539	28.6627	0.40697	0.275357	19	1	24.1864	2	0.0674974	0
1449	217.012	0.534898	24.2013	0.353506	0.305814	15	1	16.3573	0	0.106899	0
1450	225.204	0.564166	33.921	0.380252	0.444858	18	0	21.3229	2	0.0782323	0
1451	90.4813	0.627024	33.1628	0.217632	0.425528	0	1	20.5354	1	0.213372	175634
1452	100.575	0.340631	21.399	0.440981	0.235474	24	0	5.64162	0	0.224831	0
1453	51.4039	0.140289	33.0885	0.0782469	0.214747	22	0	5.42373	2	0.229279	2037.27
1454	175.039	0.14255	30.971	0.0138771	0.217234	6	1	18.8196	0	0.223428	4021.35
1455	244.419	0.338034	24.1931	0.253211	0.36742	4	0	13.4405	1	0.245479	172146
1456	49.8055	0.579815	34.7979	0.436215	0.599211	7	1	9.74456	0	0.235684	0
1457	170.294	0.527321	34.4701	0.355895	0.259317	8	1	6.8412	1	0.205311	0
1458	232.639	0.447294	34.781	0.187695	0.443559	23	0	20.7269	2	0.0559282	0
1459	43.0325	0.55459	27.4436	0.140772	0.251082	21	0	10.9947	2	0.169088	1115.75
1460	243.804	0.152074	39.6774	0.296396	0.459761	12	1	15.5705	0	0.220536	0
1461	53.9729	0.656483	26.4702	0.213877	0.299409	11	1	18.6634	1	0.0635083	0
1462	177.752	0.460159	39.519	0.0443229	0.386752	6	0	17.1313	2	0.216909	1179.77
1463	140.676	0.879894	33.9003	0.385896	0.396237	0	1	23.6362	0	0.18836	171068
1464	112.926	0.491301	39.7981	0.137973	0.465158	24	0	23.6974	1	0.0739634	0
1465	232.285	0.727351	27.2243	0.0623064	0.330088	13	0	21.1393	0	0.0860406	1506.74
1466	125.115	0.106541	26.4671	0.213289	0.560001	4	1	10.6139	1	0.141852	116690
1467	94.1893	0.792968	20.9503	0.39338	0.544855	25	0	24.5751	2	0.108354	0
1468	196.632	0.310557	20.9904	0.195364	0.480238	5	1	14.9609	2	0.191424	-1.29807e+033
1469	49.9814	0.387147	34.0642	0.220755	0.259323	2	0	8.61563	0	0.144057	98885.5
1470	171.412	0.208283	26.5763	0.272527	0.325699	14	1	18.8891	1	0.0616186	0
1471	34.3582	0.666413	21.7149	0.293561	0.580522	18	1	22.5032	2	0.13564	0
1472	223.658	0.412168	34.5708	0.0936158	0.589514	7	0	13.1435	1	0.0808833	188.959
1473	181.41	0.220803	39.3605	0.386063	0.548762	20	1	18.8762	0	0.243472	0
1474	167.757	0.397883	22.4931	0.135972	0.53687	17	0	6.25543	1	0.233054	268.697
1475	221.185	0.463745	29.6811	0.466258	0.329992	1	1	8.65638	0	0.226735	189755
1476	114.493	0.382366	38.4859	0.196692	0.267833	3	0	10.8497	2	0.130317	2932.53
1477	120.07	0.568585	22.7712	0.248636	0.4003	9	0	18.0313	1	0.111249	0
1478	63.0617	0.762673	34.2829	0.0745397	0.586926	16	1	20.585	0	0.057912	555.958
1479	249.478	0.970537	39.6847	0.0900193	0.43789	10	1	21.6856	2	0.0508558	149.309
1480	31.6426	0.514538	38.6268	0.156087	0.334486	19	0	16.9972	1	0.0679521	0
1481	105.998	0.294331	37.0762	0.0983586	0.36485	15	1	6.81616	0	0.18401	220.995
1482	95.1691	0.319632	32.6459	0.0866138	0.350679	22	0	12.1165	2	0.200127	774.206
1483	148.42	0.632783	36.114	0.0788849	0.501084	19	1	21.7276	0	0.127061	418.693
1484	119.24	0.852419	23.496	0.34507	0.327386	2	0	18.4779	1	0.102266	-1.29807e+033
1485	171.278	0.812003	20.0734	0.107436	0.267199	1	0	18.4569	2	0.0811289	209567
1486	26.0096	0.877615	28.1893	0.338579	0.329882	18	1	23.1459	0	0.114509	0
1487	180.055	0.289568	31.5591	0.412593	0.497542	13	1	6.55682	1	0.0691229	0
1488	211.069	0.421542	26.0339	0.297866	0.394653	16	0	20.5615	2	0.126682	0
1489	198.62	0.854746	29.0653	0.177277	0.556953	4	1	11.2227	1	0.207325	119712
1490	211.129	0.211631	31.4147	0.460141	0.239829	8	0	8.0219	0	0.163264	0
1491	70.5422	0.482296	22.244	0.485897	0.346464	6	1	23.0342	2	0.128883	-1.29807e+033
1492	216.89	0.753657	30.8413	0.444334	0.259564	17	0	24.6478	1	0.159845	0
1493	61.4532	0.653295	30.1376	0.119009	0.203151	14	1	7.25655	2	0.19048	1513.08
1494	51.1254	0.397782	38.0666	0.380636	0.44457	22	0	18.4	0	0.231055	0
1495	20.883	0.774896	39.5512	0.477449	0.356886	9	1	20.1042	2	0.222734	0
1496	228.042	0.964791	20.9077	0.0308656	0.357692	12	0	6.87648	0	0.236584	4211.73
1497	5.80797	0.586523	39.4287	0.10946	0.488737	0	0	20.7693	1	0.0725505	149965
1498	183.354	0.570419	32.8478	0.0764454	0.581514	23	1	10.5191	2	0.192177	543.504
1499	11.2624	0.557513	34.6789	0.169821	0.425819	25	0	18.1287	1	0.114753	0
1500	44.9059	0.867788	23.0707	0.178321	0.516778	7	1	23.991	0	0.184932	0
1501	78.3262	0.896452	21.0313	0.20651	0.54138	3	1	20.1837	0	0.236823	0
1502	70.7008	0.948101	25.4367	0.48671	0.431879	20	0	18.6171	2	0.0781374	0
1503	113.001	0.0716924	22.8527	0.0838713	0.279407	10	1	21.9642	1	0.142644	2490.8
1504	181.593	0.0776325	22.1284	0.0440292	0.426543	21	0	7.39136	1	0.133408	2064.03
1505	123.799	0.0229096	26.6496	0.0895071	0.400622	5	1	19.1793	2	0.21322	677.91
1506	238.553	0.683039	34.185	0.383019	0.245511	24	0	8.06394	0	0.120347	0
1507	33.4999	0.90561	26.9711	0.306326	0.526369	15	0	19.5333	0	0.0776038	0
1508	148.326	0.178438	24.0142	0.37642	0.235245	11	1	9.30508	1	0.200693	-1.29807e+033
1509	97.6669	0.970731	25.1519	0.381693	0.482381	2	0	8.69886	2	0.174781	210147
1510	20.5996	0.522011	31.5324	0.466981	0.480512	25	1	21.5107	0	0.150185	0
1511	22.7865	0.336696	27.3609	0.289383	0.5956	3	0	8.50202	2	0.244468	159321
1512	118.283	0.986354	29.5462	0.430701	0.242606	8	1	19.7494	1	0.0809418	149391
1513	15.4066	0.979047	31.8339	0.168865	0.242475	9	0	19.6573	1	0.213514	2730.92
1514	135.559	0.847694	38.9298	0.458854	0.279151	16	1	24.3948	2	0.116154	0
1515	126.815	0.0140282	39.4548	0.0131642	0.500751	20	0	10.4479	0	0.150857	2532.27
1516	121.753	0.323688	36.9849	0.32546	0.242736	24	1	5.31019	2	0.219456	0
1517	57.8087	0.910969	27.4089	0.0429631	0.296978	7	0	15.8421	1	0.206683	3018.25
1518	44.0519	0.930592	35.8649	0.167448	0.345538	21	1	21.4893	0	0.172414	0
1519	220.006	0.586835	23.092	0.220016	0.200573	14	0	21.598	2	0.183549	901.643
1520	62.0816	0.927265	32.9438	0.00595565	0.40535	19	1	14.9797	0	0.192627	3441.81
1521	12.5321	0.837872	27.0517	0.434185	0.236413	0	1	20.6836	1	0.233981	211258
1522	98.4101	0.339012	39.4708	0.0486114	0.50444	11	0	15.3611	2	0.107476	964.739
1523	24.6521	0.214766	28.2045	0.0444835	0.42134	18	1	20.2665	1	0.0859495	2104.57
1524	228.603	0.496467	36.4999	0.186415	0.465711	23	0	19.8205	0	0.180319	0
1525	176.845	0.880731	33.9727	0.265928	0.573793	17	1	22.1599	2	0.146886	0
1526	109.774	0.582178	26.1373	0.0241544	0.291446	6	0	16.3533	0	0.246992	3663.72
1527	116.494	0.0569371	38.9598	0.457514	0.5568	10	1	19.2635	1	0.0696338	0
1528	57.5546	0.182866	22.641	0.466597	0.331274	1	0	5.82461	2	0.235634	-1.29807e+033
1529	208.892	0.0193688	22.7041	0.20815	0.218785	22	1	20.7011	1	0.239571	825.349
1530	12.9554	0.865232	39.72	0.432889	0.393797	4	0	20.6705	0	0.0527979	0
1531	123.993	0.407371	39.8514	0.34802	0.425625	12	1	22.7196	0	0.0741641	0
1532	210.04	0.749005	33.8198	0.102052	0.500237	5	0	22.1793	1	0.216641	138.67
1533	181	0.259192	32.1242	0.414643	0.294006	13	0	16.7644	2	0.105425	0
1534	234.278	0.929409	33.1519	0.127767	0.452018	15	1	21.7171	2	0.163392	0
1535	241.028	0.981533	29.6207	0.164595	0.413376	18	1	11.9243	1	0.0767994	0
1536	110.752	0.411507	36.4035	0.167033	0.286144	25	0	16.9955	0	0.0701478	0
1537	189.24	0.985397	28.6565	0.134654	0.472603	20	1	9.38795	1	0.19114	13.7839
1538	70.2757	0.835041	25.5426	0.333009	0.376767	15	0	22.7064	2	0.0977508	0
1539	140.257	0.584987	36.2576	0.141358	0.290786	23	0	6.4028	0	0.210652	0
1540	214.967	0.796436	32.3865	0.182002	0.489078	12	1	15.183	2	0.199607	0
1541	174.119	0.603541	37.7726	0.227338	0.395804	21	0	15.0996	0	0.121429	0
1542	41.7688	0.194651	21.4122	0.271988	0.598071	19	1	8.92369	1	0.214418	0
1543	30.3505	0.315471	33.7801	0.171724	0.399541	11	0	15.2157	1	0.103654	0
1544	203.342	0.0909088	35.0241	0.0187965	0.469576	16	1	13.2092	2	0.106878	1991.37
1545	70.1729	0.439406	25.1052	0.205078	0.571339	2	1	24.6048	0	0.21114	1864.53
1546	75.7686	0.827873	27.8143	0.0990329	0.29127	22	0	5.90339	1	0.247693	1398.7
1547	32.9869	0.894767	32.8929	0.467451	0.466299	10	0	21.633	2	0.0679643	0
1548	240.063	0.667002	34.8814	0.274062	0.354152	6	1	10.9875	0	0.190263	0
1549	79.7734	0.964476	32.582	0.341585	0.257595	24	0	15.8986	1	0.0825363	0
1550	54.9217	0.357125	22.1997	0.0161559	0.552543	7	1	21.2913	0	0.0953735	2916.78
1551	43.5792	0.0663367	31.2302	0.403522	0.369257	9	1	20.9829	2	0.239187	0
1552	197.805	0.957489	37.6457	0.210554	0.224567	0	0	20.352	1	0.123009	162824
1553	245.747	0.247463	36.5005	0.332945	0.241632	1	1	8.03711	0	0.198079	161589
1554	224.377	0.593178	32.2713	0.455128	0.417564	14	0	24.0924	2	0.128013	0
1555	191.768	0.883113	36.5483	0.4896	0.231277	4	0	7.37853	1	0.194048	150131
1556	33.3528	0.777475	22.8383	0.0410988	0.309581	5	1	20.3543	0	0.17055	3792.87
1557	164.85	0.465294	32.4789	0.213982	0.513865	3	0	22.6938	2	0.218322	4498.6
1558	185.603	0.0878546	21.8263	0.274137	0.38631	17	1	22.3866	0	0.207636	0
1559	80.127	0.121636	38.4132	0.499993	0.396139	13	1	18.3537	1	0.167314	0
1560	220.375	0.0170853	30.7096	0.172597	0.546378	8	0	8.41132	2	0.0592737	0
1561	173.107	0.693799	25.1157	0.0691046	0.488066	12	0	5.26197	2	0.0667597	1180.97
1562	44.5648	0.290733	31.2412	0.448737	0.587637	5	1	17.0902	1	0.147623	0
1563	107.562	0.451848	26.875	0.121471	0.573466	18	0	13.6949	0	0.153287	171.713
1564	52.4239	0.0211489	30.9746	0.231225	0.599003	13	1	13.8669	1	0.198181	0
1565	209.542	0.498469	39.035	0.081934	0.261213	6	0	16.4443	2	0.24265	828.632
1566	44.79	0.737905	30.6828	0.0030988	0.226687	3	1	10.3058	0	0.216223	5212.44
1567	236.079	0.640587	34.8992	0.423595	0.410669	19	0	6.8027	2	0.23196	0
1568	164.269	0.251882	20.8866	0.283304	0.512674	23	1	19.8374	1	0.0563534	0
1569	172.276	0.912036	20.6501	0.0622686	0.396685	10	1	9.73418	0	0.16541	1787.78
